,GenBankAccession,Country,Host,CollectionDate,Serotype,Strain,Isolate,IsolationSource
1074,LC149679,JPN,pig,2010,O,O/JPN/2010-134/2S,Unknown,Unknown
1075,LC149678,JPN,cow,2010,O,O/JPN/2010-133/5S,Unknown,Unknown
1076,LC149677,JPN,cow,2010,O,O/JPN/2010-129/2S,Unknown,Unknown
1077,LC149676,JPN,pig,2010,O,O/JPN/2010-128/3S,Unknown,Unknown
1078,LC149675,JPN,cow,2010,O,O/JPN/2010-127/1S,Unknown,Unknown
1079,LC149674,JPN,cow,2010,O,O/JPN/2010-126/3S,Unknown,Unknown
1080,LC149673,JPN,cow,2010,O,O/JPN/2010-125/1S,Unknown,Unknown
1081,LC149672,JPN,cow,2010,O,O/JPN/2010-124/5S,Unknown,Unknown
1082,LC149671,JPN,cow,2010,O,O/JPN/2010-123/3S,Unknown,Unknown
1083,LC149670,JPN,cow,2010,O,O/JPN/2010-122/4S,Unknown,Unknown
1084,LC149669,JPN,cow,2010,O,O/JPN/2010-121/3S,Unknown,Unknown
1085,LC149668,JPN,cow,2010,O,O/JPN/2010-118/1S,Unknown,Unknown
1086,LC149667,JPN,cow,2010,O,O/JPN/2010-115/2S,Unknown,Unknown
1087,LC149666,JPN,cow,2010,O,O/JPN/2010-113/2S,Unknown,Unknown
1088,LC149665,JPN,cow,2010,O,O/JPN/2010-111/2S,Unknown,Unknown
1089,LC149664,JPN,cow,2010,O,O/JPN/2010-110/5S,Unknown,Unknown
1090,LC149663,JPN,cow,2010,O,O/JPN/2010-108/5S,Unknown,Unknown
1091,LC149662,JPN,cow,2010,O,O/JPN/2010-107/5S,Unknown,Unknown
1092,LC149661,JPN,cow,2010,O,O/JPN/2010-106/4S,Unknown,Unknown
1093,LC149660,JPN,cow,2010,O,O/JPN/2010-105/2S,Unknown,Unknown
1094,LC149659,JPN,cow,2010,O,O/JPN/2010-104/2S,Unknown,Unknown
1095,LC149658,JPN,pig,2010,O,O/JPN/2010-103/1S,Unknown,Unknown
1096,LC149657,JPN,pig,2010,O,O/JPN/2010-102/2S,Unknown,Unknown
1097,LC149656,JPN,cow,2010,O,O/JPN/2010-100/5S,Unknown,Unknown
1098,LC149655,JPN,cow,2010,O,O/JPN/2010-98/1S,Unknown,Unknown
1099,LC149654,JPN,cow,2010,O,O/JPN/2010-94/5S,Unknown,Unknown
1100,LC149653,JPN,pig,2010,O,O/JPN/2010-93/2S,Unknown,Unknown
1101,LC149652,JPN,pig,2010,O,O/JPN/2010-92/3S,Unknown,Unknown
1102,LC149651,JPN,cow,2010,O,O/JPN/2010-90/5S,Unknown,Unknown
1103,LC149650,JPN,cow,2010,O,O/JPN/2010-88/5S,Unknown,Unknown
1104,LC149649,JPN,pig,2010,O,O/JPN/2010-87/1S,Unknown,Unknown
1105,LC149648,JPN,cow,2010,O,O/JPN/2010-86/1S,Unknown,Unknown
1106,LC149647,JPN,cow,2010,O,O/JPN/2010-85/1S,Unknown,Unknown
1107,LC149646,JPN,pig,2010,O,O/JPN/2010-84/1S,Unknown,Unknown
1108,LC149645,JPN,cow,2010,O,O/JPN/2010-83/2S,Unknown,Unknown
1109,LC149644,JPN,cow,2010,O,O/JPN/2010-82/1S,Unknown,Unknown
1110,LC149643,JPN,pig,2010,O,O/JPN/2010-72/3S,Unknown,Unknown
1111,LC149642,JPN,cow,2010,O,O/JPN/2010-68/3S,Unknown,Unknown
1112,LC149641,JPN,pig,2010,O,O/JPN/2010-65/3S,Unknown,Unknown
1113,LC149640,JPN,cow,2010,O,O/JPN/2010-61/1S,Unknown,Unknown
1114,LC149639,JPN,pig,2010,O,O/JPN/2010-55/1S,Unknown,Unknown
1115,LC149638,JPN,cow,2010,O,O/JPN/2010-50/1S,Unknown,Unknown
1116,LC149637,JPN,pig,2010,O,O/JPN/2010-47/3S,Unknown,Unknown
1117,LC149636,JPN,cow,2010,O,O/JPN/2010-46/3S,Unknown,Unknown
1118,LC149635,JPN,pig,2010,O,O/JPN/2010-39/2S,Unknown,Unknown
1119,LC149634,JPN,pig,2010,O,O/JPN/2010-29/4S,Unknown,Unknown
1120,LC149633,JPN,pig,2010,O,O/JPN/2010-28/2S,Unknown,Unknown
1121,LC149632,JPN,pig,2010,O,O/JPN/2010-27/3S,Unknown,Unknown
1122,LC149631,JPN,cow,2010,O,O/JPN/2010-23/2S,Unknown,Unknown
1123,LC149630,JPN,pig,2010,O,O/JPN/2010-22/3S,Unknown,Unknown
1124,LC149629,JPN,cow,2010,O,O/JPN/2010-21/3S,Unknown,Unknown
1125,LC149628,JPN,pig,2010,O,O/JPN/2010-18/3S,Unknown,Unknown
1126,LC149627,JPN,pig,2010,O,O/JPN/2010-17/593F,Unknown,Unknown
1127,LC149626,JPN,cow,2010,O,O/JPN/2010-15/1S,Unknown,Unknown
1128,LC149625,JPN,cow,2010,O,O/JPN/2010-11/4S,Unknown,Unknown
1129,LC149624,JPN,pig,2010,O,O/JPN/2010-10/396V,Unknown,Unknown
1130,LC149623,JPN,cow,2010,O,O/JPN/2010-9/1S,Unknown,Unknown
1131,LC149622,JPN,cow,2010,O,O/JPN/2010-8/1S,Unknown,Unknown
1132,LC149621,JPN,wild-water-buffalo,2010,O,O/JPN/2010-6/1S,Unknown,Unknown
1133,LC149620,JPN,cow,2010,O,O/JPN/2010-5/6S,Unknown,Unknown
1134,LC149619,JPN,cow,2010,O,O/JPN/2010-3/2S,Unknown,Unknown
1135,LC149618,JPN,cow,2010,O,O/JPN/2010-2/5S,Unknown,Unknown
1136,LC149617,JPN,cow,2010,O,O/JPN/2010-1/14C,Unknown,Unknown
1137,KY446903,PAK,water-buffalo,2005,O,Unknown,FBD/QOL-UVAS-Pak/2005,epithelial blisters
1138,KY446902,PAK,water-buffalo,2005,A,Unknown,Hafizabad/QOL-UVAS-Pak/2005,oral blisters
1139,KY446901,PAK,water-buffalo,2006,Asia-1,Unknown,Mazbi/QOL-UVAS-Pak/2006,oral blisters
1140,KY657269,VNM,pig,2015,O,O/VIT/16451DLBPP04/2015,Unknown,Unknown
1141,KY086466,KOR,pig,2016,O,O/GC/SKR/2016,Unknown,Unknown
1142,KY086465,KOR,pig,2016,O,O/GJ/SKR/2016,Unknown,Unknown
1143,KU204894,CHN,pig,2013,Unknown,Unknown,GD/CHA/JH12/2013,Unknown
1144,KU204893,CHN,pig,2013,Unknown,Unknown,HN/CHA/HK212/2013,Unknown
1145,KR401154,MMR,cattle,Unknown,O,O/MYA,O/MYA/01/1998,epithelium from clinically infected animals
1146,KR401160,KOR,cattle,Unknown,O,O/SKR,O/SKR/08/2011,epithelium from clinically infected animals
1147,KR401159,KOR,cattle,Unknown,O,O/SKR,O/SKR/06/2010,epithelium from clinically infected animals
1148,KR401158,KOR,cattle,Unknown,O,O/SKR,O/SKR/04/2010,epithelium from clinically infected animals
1149,KR401157,MMR,cattle,Unknown,O,O/MYA,O/MYA/10/2009,epithelium from clinically infected animals
1150,KR401156,MMR,cattle,Unknown,O,O/MYA,O/MYA/05/2009,epithelium from clinically infected animals
1151,KR401155,MMR,cattle,Unknown,O,O/MYA,O/MYA/05/2007,epithelium from clinically infected animals
1152,KR401153,MMR,water-buffalo,Unknown,O,Unknown,O/MYA/223/2009,oropharyngeal fluid from persistently infected animal
1153,KR401152,MMR,water-buffalo,Unknown,O,Unknown,O/MYA/282/2009,oropharyngeal fluid from persistently infected animal
1154,KX712091,BGD,pig,2015,O,Unknown,BAN/GO/Ka-236(Pig)/2015,vesicular lesion of feet
1155,JN099703,IRQ,cattle,2009,A,A/IRQ/09,4253,Unknown
1156,JN099702,IRQ,cattle,2009,A,A/IRQ/09,4258,Unknown
1157,JN099701,IRQ,cattle,2009,A,A/IRQ/09,4257,Unknown
1158,JN099700,IRQ,cattle,2009,A,A/IRQ/09,4256,Unknown
1159,JN099699,IRQ,cattle,2009,A,A/IRQ/09,4255,Unknown
1160,JN099698,IRQ,cattle,2009,A,A/IRQ/09,4254,Unknown
1161,JN099697,IRQ,cattle,2009,A,A/IRQ/09,4252,Unknown
1162,JN099696,IRQ,cattle,2009,A,A/IRQ/09,4247,epithelial tissue
1163,JN099695,IRQ,cattle,2009,A,A/IRQ/09,4244,epithelial tissue
1164,JN099694,IRQ,cattle,2009,A,A/IRQ/09,4240,epithelial tissue
1165,JN099693,IRQ,cattle,2009,A,A/IRQ/09,4239,epithelial tissue
1166,JN099692,IRQ,cattle,2009,A,A/IRQ/09,4238,epithelial tissue
1167,JN099691,IRQ,cattle,2009,A,A/IRQ/09,4237,tongue epithelium
1168,JN099690,IRQ,cattle,2009,A,A/IRQ/09,4236,tongue epithelium
1169,JN099689,IRQ,cattle,2009,A,A/IRQ/09,4234,tongue epithelium
1170,JN099688,IRQ,cattle,2009,A,A/IRQ/09,4235,tongue epithelium
1171,HM625677,UGA,cow,2006,O,Unknown,O/U/25/2006,Unknown
1172,HM625676,KEN,cow,1999,O,Unknown,O/K/117/1999,Unknown
1173,HM625675,KEN,cow,2000,O,Unknown,O/K/109/2000,Unknown
1174,HM625674,KEN,cow,1992,O,Unknown,O/K/52/1992,Unknown
1175,HM625673,KEN,cow,2005,O,Unknown,O/K/48/2005,Unknown
1176,KX353623,ECU,cow,2010,O,O/Ecu 2010-350,Unknown,vesicular epithelial tissue
1177,KX375417,Unknown,Unknown,Unknown,SAT 3,Unknown,SAT3/ZIM/4/1981,Unknown
1178,KX162590,KOR,pig,2014,O,O/SKR/JC/2014,Unknown,Unknown
1179,KU726614,GRC,sheep,1994,O,Unknown,GRE/23/94,Unknown
1180,KU821592,ZMB,cow,2009,SAT2,Unknown,SAT2/ZAM18/2009,Unknown
1181,KU821591,ZMB,cow,2010,O,Unknown,O/ZAM14/2010,Unknown
1182,KU821590,NAM,cow,2010,SAT1,Unknown,SAT1/NAM01/2010,Unknown
1183,KU291242,MAR,cow,2015,O,Unknown,MOR/1/2015,Unknown
1184,KX002205,ARG,cattle,2001,A,A/Arg/01,A/ATLauquen01,Unknown
1185,KX002204,ARG,cattle,2001,A,A/Arg/01,A/AGLopez01,Unknown
1186,KX002203,ARG,cattle,2001,A,A/Arg/01,A/AAreco01,Unknown
1187,KX002202,ARG,cattle,2001,A,A/Arg/01,A/973_SL_Pede,Unknown
1188,KX002201,ARG,cattle,2001,A,A/Arg/01,A/915_SEst_Riv,Unknown
1189,KX002200,ARG,cattle,2001,A,A/Arg/01,A/820_Cor_Groca,Unknown
1190,KX002199,ARG,cattle,2001,A,A/Arg/01,A/548_LP_Guatrech,Unknown
1191,KX002198,ARG,cattle,2001,A,A/Arg/01,A/467_SFe_Irio,Unknown
1192,KX002197,ARG,cattle,2001,A,A/Arg/01,A/423_Cor_Union,Unknown
1193,KX002196,ARG,cattle,2001,A,A/Arg/01,A/39111_Cor_Gpaz,Unknown
1194,KX002195,ARG,cattle,2001,A,A/Arg/01,A/39064_SL_Ped,Unknown
1195,KX002194,ARG,cattle,2000,A,A/Arg/01,A/38950_For_Pat,Unknown
1196,KX002193,ARG,cattle,2001,A,A/Arg/01,A/258_ER_Diamante,Unknown
1197,KX002192,ARG,cattle,2001,A,A/Arg/01,A/2118_LPam_Lmahu,Unknown
1198,KX002191,ARG,cattle,2001,A,A/Arg/01,A/2107_BsAs_Merced,Unknown
1199,KX002190,ARG,cattle,2001,A,A/Arg/01,A/2084_StEst_OjoAgua,Unknown
1200,KX002189,ARG,cattle,2001,A,A/Arg/01,A/2071_LPam_Chali,Unknown
1201,KX002188,ARG,cattle,2001,A,A/Arg/01,A/2063_Cor_Ccuat,Unknown
1202,KX002187,ARG,cattle,2001,A,A/Arg/01,A/2059_BsAs_Hirig,Unknown
1203,KX002186,ARG,cattle,2001,A,A/Arg/01,A/2027_Cor_Col,Unknown
1204,KX002185,ARG,cattle,2001,A,A/Arg/01,A/2026_Tuc_Tuc,Unknown
1205,KX002184,ARG,cattle,2001,A,A/Arg/01,A/1893_longMCH,Unknown
1206,KX002183,ARG,cattle,2001,A,A/Arg/01,A/1514_LPam_HU,Unknown
1207,KX002182,ARG,cattle,2001,A,A/Arg/01,A/1452_longMCH,Unknown
1208,KX002181,ARG,cattle,2001,A,A/Arg/01,A/1441_BsAs_Lflores,Unknown
1209,KX002180,ARG,cattle,2001,A,A/Arg/01,A/1300_BS_As_Gguido,Unknown
1210,KX002179,ARG,cattle,2001,A,A/Arg/01,A/1293_BsAs_Indio,Unknown
1211,KX002178,ARG,cattle,2001,A,A/Arg/01,A/129_LPam_Capital,Unknown
1212,KX002177,ARG,cattle,2001,A,A/Arg/01,A/1185_ER_Par,Unknown
1213,KX002176,ARG,cattle,2001,A,A/Arg/01,A/1155_BsAs_MCh,Unknown
1214,KT968663,CHN,yak,2013,A,Unknown,A/HY/CHA/2013,Unknown
1215,KU127247,SAU,cattle,2015,A,Unknown,SAU/1/2015,Unknown
1216,KU360085,CHN,pig,2015,Asia l,MDV HN/CHA/06,Unknown,Unknown
1217,HQ268509,VNM,Unknown,2004,Unknown,Unknown,VIT_4/2004,Unknown
1218,LC036265,JPN,cattle,2010,O,O/JPN/2010 290-1E,Unknown,Unknown
1219,KR108950,ZAF,african-buffalo,2009,SAT3,Unknown,KNP-10-90,Unknown
1220,KR108949,ZAF,african-buffalo,2009,SAT2,Unknown,KNP-19-89,Unknown
1221,KR108948,ZAF,african-buffalo,2009,SAT1,Unknown,KNP/196/91/1,Unknown
1222,HQ832592,IND,cattle,2009,A,Unknown,IND 17/2009,Unknown
1223,HQ832591,IND,cattle,2008,A,Unknown,IND 437/2008,Unknown
1224,HQ832590,IND,cattle,2007,A,Unknown,IND 245/2007,Unknown
1225,HQ832589,IND,cattle,2006,A,Unknown,IND 109/2006,Unknown
1226,HQ832588,IND,cattle,2005,A,Unknown,IND 88/2006,Unknown
1227,HQ832587,IND,cattle,2005,A,Unknown,IND 50/2006,Unknown
1228,HQ832586,IND,Unknown,2006,A,Unknown,IND 43/2006,Unknown
1229,HQ832585,IND,Unknown,2005,A,Unknown,IND 26/2006,Unknown
1230,HQ832584,IND,cattle,2005,A,Unknown,IND 22/2006,Unknown
1231,HQ832583,IND,Unknown,2005,A,Unknown,IND 447/2005,Unknown
1232,HQ832582,IND,buffalo,2004,A,Unknown,IND 249/2004,Unknown
1233,HQ832581,IND,cattle,2004,A,Unknown,IND 64/2004,Unknown
1234,HQ832580,IND,cattle,2003,A,Unknown,IND 818/2003,Unknown
1235,HQ832579,IND,buffalo,2003,A,Unknown,IND 281/2003,Unknown
1236,HQ832578,IND,Unknown,2003,A,Unknown,IND 161/2003,Unknown
1237,HQ832577,IND,Unknown,1999,A,Unknown,IND 110/1999,Unknown
1238,HQ832576,IND,Unknown,1990,A,Unknown,IND 21/1990,Unknown
1239,KC412634,CHN,pig,2006,Asia1,Unknown,Asia1/HN/2006,Unknown
1240,KT003716,PAK,water-buffalo,2005,O,Unknown,Nari/UVAS-Pak/2005,Unknown
1241,KJ608371,VNM,cattle,2013,A,A/VN/T11D/2013,Unknown,Unknown
1242,KP940474,EGY,cattle,2014,A,Unknown,FMD/A/El-Fayoum/Egypt/2014,tongue epithelium
1243,KP940473,EGY,cattle,2014,O,Unknown,FMD/O/Dakahlia/Egypt/2014,tongue epithelium
1244,KR401161,GBR,cattle,Unknown,O,Unknown,persistent O/UKG/UV13/49dpc,oropharyngeal fluid from persistently infected animal
1245,JX947859,GBR,cow,Unknown,O,persistent/OUKG/98dpc,Unknown,oropharyngeal fluid from persistently infected cattle
1246,JX947858,GBR,cow,Unknown,O,persistent/OUKG/91dpc,Unknown,oropharyngeal fluid from persistently infected cattle
1247,KR265075,GBR,cow,Unknown,O,Unknown,O/UKG,experimentally infected cattle
1248,KR265074,GBR,cow,Unknown,O,Unknown,persistent/OUKG/84dpc,oropharyngeal fluid from persistently infected cattle
1249,KR265073,GBR,cow,Unknown,O,Unknown,persistent/OUKG/77dpc,oropharyngeal fluid from persistently infected cattle
1250,KR265072,GBR,cow,Unknown,O,Unknown,persistent/OUKG/49dpc,oropharyngeal fluid from persistently infected cattle
1251,KJ560309,GBR,cattle,2007,O,Unknown,O/UKG/1709/2007 (IP7),Unknown
1252,KJ560308,GBR,cattle,2007,O,Unknown,O/UKG/1704/2007 (IP7),Unknown
1253,KJ560307,GBR,cattle,2007,O,Unknown,O/UKG/1701/2007 (IP7),Unknown
1254,KJ560306,GBR,cattle,2007,O,Unknown,O/UKG/1698/2007 (IP7),Unknown
1255,KJ560305,GBR,cattle,2007,O,Unknown,O/UKG/1694/2007 (IP7),Unknown
1256,KJ560304,GBR,cattle,2007,O,Unknown,O/UKG/1693/2007 (IP7),Unknown
1257,KJ560303,GBR,cattle,2007,O,Unknown,O/UKG/1684/2007 (IP7),Unknown
1258,KJ560302,GBR,cattle,2007,O,Unknown,O/UKG/1488/2007 (IP6b),Unknown
1259,KJ560301,GBR,cattle,2007,O,Unknown,O/UKG/1485/2007 (IP6b),Unknown
1260,KJ560300,GBR,sheep,2007,O,Unknown,O/UKG/1426/2007 (IP5),Unknown
1261,KJ560299,GBR,sheep,2007,O,Unknown,O/UKG/1425/2007 (IP5),Unknown
1262,KJ560298,GBR,sheep,2007,O,Unknown,O/UKG/1419/2007 (IP5),Unknown
1263,KJ560297,GBR,sheep,2007,O,Unknown,O/UKG/1418/2007 (IP5),Unknown
1264,KJ560296,GBR,cattle,2007,O,Unknown,O/UKG/805/2007 (IP4b),Unknown
1265,KJ560295,GBR,cattle,2007,O,Unknown,O/UKG/1170/2007 (IP3c),Unknown
1266,KJ560294,GBR,cattle,2007,O,Unknown,O/UKG/650/2007 (IP3b),Unknown
1267,KJ560293,GBR,cattle,2007,O,Unknown,O/UKG/649/2007 (IP3b),Unknown
1268,KJ560292,GBR,cattle,2007,O,Unknown,O/UKG/648/2007 (IP3b),Unknown
1269,KJ560291,GBR,cattle,2007,O,Unknown,O/UKG/647/2007 (IP3b),Unknown
1270,KJ560290,GBR,cattle,2007,O,Unknown,O/UKG/645/2007 (IP3b),Unknown
1271,KJ560289,GBR,cattle,2007,O,Unknown,O/UKG/644/2007 (IP3b),Unknown
1272,KJ560288,GBR,cattle,2007,O,Unknown,O/UKG/642/2007 (IP3b),Unknown
1273,KJ560287,GBR,cattle,2007,O,Unknown,O/UKG/158/2007 (IP2c),Unknown
1274,KJ560286,GBR,cattle,2007,O,Unknown,O/UKG/132/2007 (IP2c),Unknown
1275,KJ560285,GBR,cattle,2007,O,Unknown,O/UKG/97/2007 (IP2b),Unknown
1276,KJ560284,GBR,cattle,2007,O,Unknown,O/UKG/96/2007 (IP2b),Unknown
1277,KJ560283,GBR,cattle,2007,O,Unknown,O/UKG/95/2007 (IP2b),Unknown
1278,KJ560282,GBR,cattle,2007,O,Unknown,O/UKG/94/2007 (IP2b),Unknown
1279,KJ560281,GBR,cattle,2007,O,Unknown,O/UKG/92/2007 (IP2b),Unknown
1280,KJ560280,GBR,cattle,2007,O,Unknown,O/UKG/91/2007 (IP2b),Unknown
1281,KJ560279,GBR,cattle,2007,O,Unknown,O/UKG/32/2007 (IP1b),Unknown
1282,KJ560278,GBR,cattle,2007,O,Unknown,O/UKG/13/2007 (IP1b),Unknown
1283,KJ560277,GBR,cattle,2007,O,Unknown,O/UKG/11/2007 (IP1b),Unknown
1284,KJ560276,GBR,cattle,2007,O,Unknown,O/UKG/9/2007 (IP1b),Unknown
1285,KJ825809,IND,buffalo,2013,O,Unknown,IND250(541)/2013,Unknown
1286,KJ825808,IND,cattle,2013,O,Unknown,IND141(306)/2013,Unknown
1287,KJ825807,IND,cattle,2014,O,Unknown,IND26(54)/2014,Unknown
1288,KJ825806,IND,cattle,2013,O,Unknown,IND811(1552)/2013,Unknown
1289,KJ825805,IND,cattle,2013,O,Unknown,IND341(707)/2013,Unknown
1290,KJ825804,IND,cattle,2013,O,Unknown,IND298(634)/2013,Unknown
1291,KJ825803,IND,cattle,2013,O,Unknown,IND139(302)/2013,Unknown
1292,KJ825802,IND,cattle,2013,O,Unknown,IND142(311)/2013,Unknown
1293,KJ825801,IND,cattle,2013,O,Unknown,IND142(310)/2013,Unknown
1294,KJ820999,UGA,cattle,2013,SAT 3,UGA/1/13,Unknown,Unknown
1295,KJ206910,SAU,cattle,2013,O,Unknown,SAU/3/2013,Unknown
1296,KJ206909,LBY,cattle,2013,O,Unknown,LIB/2/2013,Unknown
1297,KJ206908,BTN,cattle,2013,O,Unknown,BHU/1/2013,Unknown
1298,HQ268524,BTN,Unknown,2004,Unknown,Unknown,BHU_27/2004,Unknown
1299,KM268901,ZWE,cattle,1991,SAT 3,Unknown,ZIM/6/91,Unknown
1300,KM268900,TZA,cattle,2012,SAT 2,Unknown,TAN/5/2012,Unknown
1301,KM268899,TZA,cattle,2012,SAT 1,Unknown,TAN/22/2012,Unknown
1302,KM268898,TUR,cattle,2013,Asia 1,Unknown,TUR/13/2013,Unknown
1303,KM268897,KEN,cattle,2004,C,Unknown,KEN/1/2004,Unknown
1304,KM268896,TUR,cattle,2013,A,Unknown,TUR/11/2013,Unknown
1305,KM268895,TUR,cattle,2013,O,Unknown,TUR/12/2013,Unknown
1306,KM257065,GBR,cattle,2001,O,Unknown,UKG/14597/2001,Unknown
1307,KM257064,GBR,cattle,2001,O,Unknown,UKG/4998/2001,Unknown
1308,KM257063,GBR,cattle,2001,O,Unknown,UKG/1734/2001,Unknown
1309,KM257062,GBR,cattle,2001,O,Unknown,UKG/1558/2001,Unknown
1310,KM257061,GBR,cattle,2001,O,Unknown,UKG/1450/2001,Unknown
1311,KJ933864,MYS,Unknown,1997,A,Malaysia 97,Unknown,Unknown
1312,JX869188,GBR,sheep,1968,O,Unknown,BFS 89/68,Unknown
1313,JX869187,GBR,cattle,1968,O,Unknown,BFS 86/68,Unknown
1314,JX869186,GBR,cattle,1968,O,Unknown,BFS 69/68,Unknown
1315,JX869185,GBR,cattle,1968,O,Unknown,BFS 63/68,Unknown
1316,JX869184,GBR,cattle,1968,O,Unknown,BFS 45/68,Unknown
1317,JX869183,GBR,cattle,1968,O,Unknown,BFS 41/68,Unknown
1318,JX869182,GBR,cattle,1968,O,Unknown,BFS 11/68,Unknown
1319,JX869181,GBR,cattle,1967,O,Unknown,BFS 1950,Unknown
1320,JX869180,GBR,cattle,1967,O,Unknown,BFS 1889,Unknown
1321,JX869179,GBR,cattle,1967,O,Unknown,BFS 1848,Unknown
1322,JX869178,GBR,cattle,1967,O,Unknown,BFS 1836,Unknown
1323,JX869177,GBR,cattle,1967,O,Unknown,BFS 1810A,Unknown
1324,KJ754939,BGD,cattle,2013,A,Unknown,BAN_GA_Sa-197_2013,tongue epithelial tissue
1325,KF501488,KOR,pig,2010,Unknown,Yangju-p26,Unknown,Unknown
1326,KF501487,KOR,pig,2010,Unknown,Yangju,Unknown,Unknown
1327,KF501486,KOR,pig,2010,Unknown,Andong-p23,Unknown,Unknown
1328,KC503937,KOR,Unknown,2010,Unknown,Andong,Unknown,Unknown
1329,KF985189,BGD,cattle,2013,O,Unknown,BAN/NA/Ha-156/2013,epithelial tissue
1330,KC588943,KOR,cattle,2010,A,Unknown,A/Pocheon/001/KOR/2010,Unknown
1331,KF694746,KOR,pig,2002,O,Unknown,O/S16KOR/2002,Unknown
1332,KF694745,KOR,pig,2002,O,Unknown,O/S15KOR/2002,Unknown
1333,KF694744,KOR,cow,2002,O,Unknown,O/S14KOR/2002,Unknown
1334,KF694743,KOR,pig,2002,O,Unknown,O/S13KOR/2002,Unknown
1335,KF694742,KOR,pig,2002,O,Unknown,O/S12KOR/2002,Unknown
1336,KF694741,KOR,pig,2002,O,Unknown,O/S11KOR/2002,Unknown
1337,KF694740,KOR,pig,2002,O,Unknown,O/S10KOR/2002,Unknown
1338,KF694739,KOR,pig,2002,O,Unknown,O/S09KOR/2002,Unknown
1339,KF694738,KOR,pig,2002,O,Unknown,O/S08KOR/2002,Unknown
1340,KF694737,KOR,pig,2002,O,Unknown,O/S07KOR/2002,Unknown
1341,KF694736,KOR,pig,2002,O,Unknown,O/S06KOR/2002,Unknown
1342,KF694735,KOR,pig,2002,O,Unknown,O/S05KOR/2002,Unknown
1343,KF694734,KOR,pig,2002,O,Unknown,O/S04KOR/2002,Unknown
1344,KF694733,KOR,pig,2002,O,Unknown,O/S03KOR/2002,Unknown
1345,KF694732,KOR,pig,2002,O,Unknown,O/S02KOR/2002,Unknown
1346,KF694731,KOR,pig,2002,O,Unknown,O/S01KOR/2002,Unknown
1347,JX947860,GBR,cow,Unknown,O,persistent/OUKG/49dpc,Unknown,oropharyngeal fluid from persistently infected cattle
1348,KF112889,HKG,pig,2010,O,Unknown,HKN15/2010,Unknown
1349,KF112888,KOR,cattle,2011,O,Unknown,DRK/31/2011,Unknown
1350,KF112887,KOR,pig,2010,O,Unknown,SKR/5/2010,Unknown
1351,KF112886,KOR,cattle,2010,O,Unknown,SKR/4/2010,Unknown
1352,KF112885,JPN,cattle,2010,O,Unknown,JPN/1/2010,Unknown
1353,KF112884,RUS,cattle,2010,O,Unknown,RUS/Aug 2010,Unknown
1354,KF112883,RUS,pig,2010,O,Unknown,RUS/Jul 2010,Unknown
1355,KF112882,MNG,cattle,2010,O,Unknown,MOG/C-10/2010,Unknown
1356,KF112881,MNG,cattle,2010,O,Unknown,MOG/7/2010,Unknown
1357,KF112880,MMR,cattle,2009,O,Unknown,MYA/5/2009,Unknown
1358,KF112879,THA,pig,2009,O,Unknown,TAI/22/2009,Unknown
1359,KC462884,CHN,pig,2006,Asial,Unknown,Asial/HN/2006,Unknown
1360,JX040501,ISR,cattle,2011,O,Unknown,ISR/2/2011,Unknown
1361,JX040500,TUR,cattle,2011,O,Unknown,TUR/27/2011,Unknown
1362,JX040499,TUR,cattle,2011,O,Unknown,TUR/8/2011,Unknown
1363,JX040498,TUR,cattle,2010,O,Unknown,TUR/1086/2010,Unknown
1364,JX040497,TUR,cattle,2010,O,Unknown,TUR/1003/2010,Unknown
1365,JX040496,TUR,cattle,2010,O,Unknown,TUR/926/2010,Unknown
1366,JX040495,TUR,cattle,2010,O,Unknown,TUR/883/2010,Unknown
1367,JX040494,TUR,cattle,2010,O,Unknown,TUR/868/2010,Unknown
1368,JX040493,TUR,cattle,2010,O,Unknown,TUR/840/2010,Unknown
1369,JX040492,TUR,cattle,2010,O,Unknown,TUR/36/2010,Unknown
1370,JX040491,TUR,cattle,2010,O,Unknown,TUR/18/2010,Unknown
1371,JX040490,BGR,cattle,2011,O,Unknown,BUL/32/2011,Unknown
1372,JX040489,BGR,cattle,2011,O,Unknown,BUL/30/2011,Unknown
1373,JX040488,BGR,cattle,2011,O,Unknown,BUL/26/2011,Unknown
1374,JX040487,BGR,cattle,2011,O,Unknown,BUL/20/2011,Unknown
1375,JX040486,BGR,cattle,2011,O,Unknown,BUL/11/2011,Unknown
1376,JX040485,BGR,pig,2010,O,Unknown,BUL/1/2010,Unknown
1377,JX066665,BGR,cattle,2011,O,Unknown,12LPN3,Unknown
1378,JX066664,BGR,cattle,2011,O,Unknown,12LPN1,Unknown
1379,JX570655,GBR,cattle,2007,O,Unknown,BFS 1860 B5.9D.V,Unknown
1380,JX570654,GBR,cattle,2007,O,Unknown,BFS 1860 B4.9D.V,Unknown
1381,JX570653,GBR,cattle,2007,O,Unknown,BFS 1860 B3.3D.V,Unknown
1382,JX570652,GBR,cattle,2007,O,Unknown,BFS 1860 B2.32D.P,Unknown
1383,JX570651,GBR,cattle,2007,O,Unknown,BFS 1860 B2.6D.P,Unknown
1384,JX570650,GBR,cattle,2007,O,Unknown,BFS 1860 B2.6D.V,Unknown
1385,JX570649,GBR,cattle,2007,O,Unknown,BFS 1860 B2.4D.P,Unknown
1386,JX570648,GBR,cattle,2007,O,Unknown,BFS 1860 B2.2D.P,Unknown
