GBAC,country,host,collection_date,serotype,Topotype,lineage,color
OK205904/VNM/cattle/2014/A,VNM,cattle,2014,A,ASIA,Sea-97,#C8C3E5
OK205905/VNM/cattle/2014/A,VNM,cattle,2014,A,ASIA,Sea-97,#B8B3D7
OK205906/VNM/cattle/2013/A,VNM,cattle,2013,A,ASIA,Sea-97,#C7C3E4
OK205907/VNM/cattle/2014/A,VNM,cattle,2014,A,ASIA,Sea-97,#C2BDDF
OK318499/VNM/cattle/2016/A,VNM,cattle,2016,A,ASIA,Sea-97,#C6C1E3
OK318500/VNM/cattle/2017/A,VNM,cattle,2017,A,ASIA,Sea-97,#CECAEA
OK318501/VNM/cattle/2019/A,VNM,cattle,2019,A,ASIA,Sea-97,#C2BEE0
OK318502/VNM/cattle/2019/A,VNM,cattle,2019,A,ASIA,Sea-97,#BBB7DA
OK318503/VNM/cattle/2019/A,VNM,cattle,2019,A,ASIA,Sea-97,#BCB7DA
OK318504/VNM/cattle/2019/A,VNM,cattle,2019,A,ASIA,Sea-97,#BBB7DA
OK318505/VNM/cattle/2019/A,VNM,cattle,2019,A,ASIA,Sea-97,#BCB7DA
OK318506/VNM/cattle/2019/A,VNM,cattle,2019,A,ASIA,Sea-97,#BBB6D9
OK318507/VNM/cattle/2019/A,VNM,cattle,2019,A,ASIA,Sea-97,#BBB6D9
OK318508/VNM/cattle/2019/A,VNM,cattle,2019,A,ASIA,Sea-97,#BAB6D9
OK318509/VNM/cattle/2019/A,VNM,cattle,2019,A,ASIA,Sea-97,#BAB5D9
OK318510/VNM/cattle/2019/A,VNM,cattle,2019,A,ASIA,Sea-97,#BAB5D8
OK318511/VNM/pig/2018/O,VNM,pig,2018,O,SOUTHEAST-ASIA-SEA,,#C3C334
OK318512/VNM/pig/2018/O,VNM,pig,2018,O,SOUTHEAST-ASIA-SEA,,#C5C53A
OK318513/VNM/pig/2018/O,VNM,pig,2018,O,CATHAY,,#B9B91B
OK318514/VNM/cattle/2018/O,VNM,cattle,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#FEFEC6
OK318515/VNM/pig/2018/O,VNM,pig,2018,O,CATHAY,,#B9B91C
OK318516/VNM/cattle/2018/O,VNM,cattle,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#FDFDC5
OK318517/VNM/cattle/2018/O,VNM,cattle,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#FDFDC4
OK318518/VNM/goat/2018/O,VNM,goat,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#FCFCC3
OK318519/VNM/cattle/2018/O,VNM,cattle,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#FCFCC1
OK318520/VNM/pig/2018/O,VNM,pig,2018,O,SOUTHEAST-ASIA-SEA,,#C6C63D
OK318521/VNM/pig/2018/O,VNM,pig,2018,O,CATHAY,,#B8B81A
OK318522/VNM/pig/2018/O,VNM,pig,2018,O,SOUTHEAST-ASIA-SEA,,#C6C63B
OK318523/VNM/pig/2018/O,VNM,pig,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#F8F8B9
OK318524/VNM/pig/2018/O,VNM,pig,2018,O,SOUTHEAST-ASIA-SEA,,#C4C438
OK318525/VNM/pig/2018/O,VNM,pig,2018,O,SOUTHEAST-ASIA-SEA,,#C4C437
OK318526/VNM/buffalo/2018/O,VNM,buffalo,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#F8F8B8
OK318527/VNM/pig/2018/O,VNM,pig,2018,O,SOUTHEAST-ASIA-SEA,,#C5C53A
OK318528/VNM/pig/2018/O,VNM,pig,2018,O,SOUTHEAST-ASIA-SEA,,#C5C539
OK318529/VNM/pig/2018/O,VNM,pig,2018,O,SOUTHEAST-ASIA-SEA,,#C5C53A
OK318530/VNM/pig/2018/O,VNM,pig,2018,O,SOUTHEAST-ASIA-SEA,,#C5C539
OK318531/VNM/pig/2018/O,VNM,pig,2018,O,SOUTHEAST-ASIA-SEA,,#C5C53B
OK318532/VNM/pig/2018/O,VNM,pig,2018,O,SOUTHEAST-ASIA-SEA,,#C4C437
OK318533/VNM/pig/2019/O,VNM,pig,2019,O,SOUTHEAST-ASIA-SEA,,#C7C73E
OK318534/VNM/pig/2019/O,VNM,pig,2019,O,SOUTHEAST-ASIA-SEA,,#C4C438
OK318535/VNM/pig/2019/O,VNM,pig,2019,O,CATHAY,,#B9B91B
OK318536/VNM/cattle/2018/O,VNM,cattle,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#FCFCC2
OK318537/VNM/pig/2019/O,VNM,pig,2019,O,SOUTHEAST-ASIA-SEA,,#C2C232
OK318538/VNM/pig/2019/O,VNM,pig,2019,O,SOUTHEAST-ASIA-SEA,,#C5C538
OK318539/VNM/pig/2019/O,VNM,pig,2019,O,SOUTHEAST-ASIA-SEA,,#C7C73F
OK318540/VNM/pig/2019/O,VNM,pig,2019,O,SOUTHEAST-ASIA-SEA,,#C7C73E
OK318541/VNM/pig/2019/O,VNM,pig,2019,O,SOUTHEAST-ASIA-SEA,,#C7C73E
OK318542/VNM/pig/2019/O,VNM,pig,2019,O,SOUTHEAST-ASIA-SEA,,#C4C436
OK318543/VNM/pig/2019/O,VNM,pig,2019,O,SOUTHEAST-ASIA-SEA,,#C6C63C
OK318544/VNM/cattle/2018/O,VNM,cattle,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#FAFABD
OK318545/VNM/cattle/2018/O,VNM,cattle,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#FBFBBE
OK318546/VNM/buffalo/2017/O,VNM,buffalo,2017,O,SOUTHEAST-ASIA-SEA,Mya-98,#BFBF2B
OK318547/VNM/cattle/2017/O,VNM,cattle,2017,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#FBFBBE
OK318548/VNM/buffalo/2017/O,VNM,buffalo,2017,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#FEFEC6
OK318549/VNM/cattle/2017/O,VNM,cattle,2017,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#F5F5B0
OK318550/VNM/cattle/2017/O,VNM,cattle,2017,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#F5F5B1
OK318551/VNM/cattle/2016/O,VNM,cattle,2016,O,SOUTHEAST-ASIA-SEA,Mya-98,#BFBF2B
OM022642/NER/cattle/2018/O,NER,cattle,2018,O,EAST-AFRICA-3-EA-3,,#BCBC24
OM022643/NER/cattle/2017/O,NER,cattle,2017,O,EAST-AFRICA-3-EA-3,,#BCBC23
OM022644/NER/cattle/2017/O,NER,cattle,2017,O,EAST-AFRICA-3-EA-3,,#BCBC23
OM022646/NER/cattle/2017/O,NER,cattle,2017,O,EAST-AFRICA-3-EA-3,,#BCBC23
OM022648/NER/cattle/2017/O,NER,cattle,2017,O,EAST-AFRICA-3-EA-3,,#BCBC24
OM022649/NER/cattle/2017/O,NER,cattle,2017,O,EAST-AFRICA-3-EA-3,,#BCBC24
OM160610/TUN/cattle/2014/O,TUN,cattle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DADA6D
OM160611/TUN/cattle/2014/O,TUN,cattle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DADA6D
OM160612/TUN/cattle/2014/O,TUN,cattle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#D9D96B
OM160613/TUN/cattle/2014/O,TUN,cattle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#D9D96B
OM160614/TUN/cattle/2014/O,TUN,cattle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DBDB6F
OM160615/TUN/cattle/2014/O,TUN,cattle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#D9D96B
OM160616/TUN/cattle/2014/O,TUN,cattle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DADA6C
OM160617/TUN/cattle/2014/O,TUN,cattle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DBDB6F
OM160618/TUN/cattle/2014/O,TUN,cattle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#D9D96C
OM160619/TUN/cattle/2014/O,TUN,cattle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#D9D96C
OM160620/TUN/cattle/2014/O,TUN,cattle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#D9D96A
OM160621/DZA/cattle/2014/O,DZA,cattle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DADA6E
OM160622/DZA/cattle/2014/O,DZA,cattle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DADA6E
OM160623/DZA/cattle/2014/O,DZA,cattle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DADA6E
OM160624/DZA/cattle/2014/O,DZA,cattle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DADA6D
OM160625/DZA/sheep/2015/O,DZA,sheep,2015,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#D9D96B
OM455465/PAK/buffalo/2012/A,PAK,buffalo,2012,A,ASIA,Iran-05,#A5A0C6
OM455466/PAK/buffalo/2012/A,PAK,buffalo,2012,A,ASIA,Iran-05,#A5A0C6
OM455467/PAK/buffalo/2012/A,PAK,buffalo,2012,A,ASIA,Iran-05,#A9A4C9
OM455468/PAK/buffalo/2012/A,PAK,buffalo,2012,A,ASIA,Iran-05,#A6A1C7
OM455469/PAK/buffalo/2012/A,PAK,buffalo,2012,A,ASIA,Iran-05,#A8A3C9
OM455470/PAK/buffalo/2012/A,PAK,buffalo,2012,A,ASIA,Iran-05,#A9A4CA
OM455471/PAK/buffalo/2012/A,PAK,buffalo,2012,A,ASIA,Iran-05,#A9A4C9
OM455472/PAK/buffalo/2012/A,PAK,buffalo,2012,A,ASIA,Iran-05,#A6A1C7
OM455473/PAK/buffalo/2012/A,PAK,buffalo,2012,A,ASIA,Iran-05,#A9A4C9
OM455474/PAK/buffalo/2012/A,PAK,buffalo,2012,A,ASIA,Iran-05,#A7A2C7
OM455475/PAK/buffalo/2012/A,PAK,buffalo,2012,A,ASIA,Iran-05,#A6A1C7
OM455476/PAK/buffalo/2012/A,PAK,buffalo,2012,A,ASIA,Iran-05,#A5A0C6
OM455477/PAK/buffalo/2012/A,PAK,buffalo,2012,A,ASIA,Iran-05,#A7A2C8
OM455478/PAK/buffalo/2012/A,PAK,buffalo,2012,A,ASIA,Iran-05,#A7A2C8
OM455479/PAK/cattle/2012/A,PAK,cattle,2012,A,ASIA,Iran-05,#A8A3C9
OM455480/PAK/cattle/2008/A,PAK,cattle,2008,A,ASIA,Iran-05,#ABA6CB
OM455481/PAK/buffalo/2012/A,PAK,buffalo,2012,A,ASIA,Iran-05,#A5A0C6
OM455482/PAK/cattle/2009/A,PAK,cattle,2009,A,ASIA,Iran-05,#AAA5CB
OM455483/PAK/cattle/2012/A,PAK,cattle,2012,A,ASIA,Iran-05,#A7A2C8
OM455484/PAK/buffalo/2012/A,PAK,buffalo,2012,A,ASIA,Iran-05,#A8A3C8
OM456128/PAK/buffalo/2012/O,PAK,buffalo,2012,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E1E17F
OM456129/PAK/buffalo/2012/O,PAK,buffalo,2012,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E1E17F
OM456130/PAK/buffalo/2012/O,PAK,buffalo,2012,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E1E17F
OM456131/PAK/buffalo/2012/O,PAK,buffalo,2012,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E1E180
OM456132/PAK/buffalo/2012/O,PAK,buffalo,2012,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E1E17F
OM456133/PAK/cattle/2012/O,PAK,cattle,2012,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E2E281
OM456134/PAK/cattle/2012/O,PAK,cattle,2012,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E2E280
OM456135/PAK/cattle/2012/O,PAK,cattle,2012,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E1E180
OM456136/PAK/buffalo/2012/O,PAK,buffalo,2012,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E5E588
OM456137/PAK/cattle/2012/O,PAK,cattle,2012,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E0E07C
OM456138/PAK/buffalo/2009/O,PAK,buffalo,2009,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E0E07D
OM456139/PAK/buffalo/2011/O,PAK,buffalo,2011,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E2E281
OM456140/PAK/buffalo/2011/O,PAK,buffalo,2011,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E0E07D
OM456141/PAK/buffalo/2011/O,PAK,buffalo,2011,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E0E07D
OM456142/PAK/buffalo/2011/O,PAK,buffalo,2011,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E0E07D
OM456143/PAK/buffalo/2012/O,PAK,buffalo,2012,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E2E280
OM456144/PAK/cattle/2010/O,PAK,cattle,2010,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E1E17E
OM456145/PAK/buffalo/2010/O,PAK,buffalo,2010,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E1E17E
OM456146/PAK/cattle/2010/O,PAK,cattle,2010,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E1E17E
OM456147/PAK/cattle/2011/O,PAK,cattle,2011,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E2E282
OM456148/PAK/buffalo/2012/O,PAK,buffalo,2012,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E2E281
OM456149/PAK/cattle/2012/O,PAK,cattle,2012,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E2E281
OM456150/PAK/buffalo/2010/O,PAK,buffalo,2010,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E2E282
OM471610/PAK/buffalo/2011/Asia1,PAK,buffalo,2011,Asia1,ASIA,,#93DACE
OM471611/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#74C0B4
OM471612/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#97DED1
OM471613/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#87D0C4
OM471614/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#89D2C6
OM471615/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#78C4B7
OM471616/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#86D0C3
OM471617/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#92DACD
OM471618/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#9FE4D8
OM471619/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#9CE2D5
OM471620/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#95DCCF
OM471621/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#9AE0D3
OM471622/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#9BE1D5
OM471623/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#9EE3D7
OM471624/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#9DE2D6
OM471625/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#98DED2
OM471626/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#96DDD1
OM471627/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#96DCD0
OM471628/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#9AE0D4
OM471629/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#99DFD3
OM471630/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#76C2B6
OM471631/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#90D8CB
OM471632/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#8ED6CA
OM471633/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#8CD4C8
OM471634/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#8DD5C9
OM471635/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#8DD6C9
OM471636/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#8FD7CB
OM471637/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#83CDC1
OM471638/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#7DC8BC
OM471639/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#81CCBF
OM471640/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#74C1B5
OM471641/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#7FCABD
OM471642/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#80CABE
OM471643/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#81CBBF
OM471644/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#7EC9BD
OM471645/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#75C2B5
OM471646/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#7CC8BB
OM471647/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#70BEB1
OM471648/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#82CCC0
OM471649/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#77C3B7
OM471650/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#94DBCF
OM471651/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#78C4B8
OM471652/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#7CC7BB
OM471653/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#7AC6B9
OM471654/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#85CFC3
OM471655/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#79C5B9
OM471656/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#85CEC2
OM471657/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#84CEC1
OM471658/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#7BC6BA
OM471659/PAK/cattle/2012/Asia1,PAK,cattle,2012,Asia1,ASIA,,#67B6A9
OM471660/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#8BD4C7
OM471661/PAK/cattle/2012/Asia1,PAK,cattle,2012,Asia1,ASIA,,#6EBCAF
OM471662/PAK/cattle/2012/Asia1,PAK,cattle,2012,Asia1,ASIA,,#89D2C5
OM471663/PAK/cattle/2012/Asia1,PAK,cattle,2012,Asia1,ASIA,,#88D1C5
OM471664/PAK/buffalo/2011/Asia1,PAK,buffalo,2011,Asia1,ASIA,,#6BBAAD
OM471665/PAK/buffalo/2011/Asia1,PAK,buffalo,2011,Asia1,ASIA,,#6DBBAF
OM471666/PAK/buffalo/2011/Asia1,PAK,buffalo,2011,Asia1,ASIA,,#70BDB1
OM471667/PAK/buffalo/2011/Asia1,PAK,buffalo,2011,Asia1,ASIA,,#6FBCB0
OM471668/PAK/cattle/2012/Asia1,PAK,cattle,2012,Asia1,ASIA,,#65B5A8
OM471669/PAK/cattle/2012/Asia1,PAK,cattle,2012,Asia1,ASIA,,#66B5A9
OM471670/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#8AD3C7
OM471671/PAK/cattle/2012/Asia1,PAK,cattle,2012,Asia1,ASIA,,#6BB9AD
OM471672/PAK/cattle/2012/Asia1,PAK,cattle,2012,Asia1,ASIA,,#6AB9AC
OM471673/PAK/cattle/2012/Asia1,PAK,cattle,2012,Asia1,ASIA,,#92D9CD
OM471674/PAK/cattle/2011/Asia1,PAK,cattle,2011,Asia1,ASIA,,#72BFB3
OM471675/PAK/cattle/2011/Asia1,PAK,cattle,2011,Asia1,ASIA,,#71BEB2
OM471676/PAK/cattle/2011/Asia1,PAK,cattle,2011,Asia1,ASIA,,#6CBBAE
OM471677/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#73C0B3
OM471678/PAK/cattle/2012/Asia1,PAK,cattle,2012,Asia1,ASIA,,#69B8AB
OM471679/PAK/cattle/2012/Asia1,PAK,cattle,2012,Asia1,ASIA,,#68B7AB
OM471680/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#91D8CC
OM562453/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#F9998B
OM562454/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#F89789
OM562455/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#F89788
OM562456/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#F8988A
OM562457/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#FB9F94
OM562458/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#FFA8A0
OM562459/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#FCA298
OM562460/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#FA9B8F
OM562461/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#FDA49B
OM562462/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#FEA69D
OM562463/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#FDA39A
OM562464/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#FEA59C
OM562465/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#FB9E92
OM562466/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#FCA196
OM562467/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#FDA399
OM562468/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#FA9C90
OM562469/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#FB9F93
OM562470/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#FCA095
OM562471/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#FA9D91
OM562472/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#FEA79E
OM562473/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#F99B8D
OM562474/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#E36643
OM562475/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#E36441
OM562476/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#E36542
OM562477/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#F59180
OM562478/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#F58F7E
OM562479/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#F48D7A
OM562480/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#F48F7D
OM562481/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#F69383
OM562482/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#F79484
OM562483/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#F5907F
OM562484/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#F38C79
OM562485/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#F69382
OM562486/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#F69281
OM562487/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#F79687
OM562488/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#F38B78
OM562489/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#F38B77
OM562490/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#F48E7B
OM562491/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#F28A76
OM562492/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#F79586
OM562493/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#E56B4A
OM562494/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#E66D4D
OM562495/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#E56A49
OM562496/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#E46846
OM562497/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#E66B4B
OM562498/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#E46745
OM562499/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#E56948
OM562500/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#E46744
OM562501/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#E66C4C
OM562502/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#F0836D
OM562503/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#EF836C
OM562504/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#EF826B
OM562505/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#F0856F
OM562506/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#EF8169
OM562507/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#F0846E
OM562508/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#EC7B61
OM562509/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#ED7D64
OM562510/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#ED7C63
OM562511/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#EE7F66
OM562512/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#EC7B60
OM562513/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#ED7E65
OM562514/KEN/cow/2016/SAT1,KEN,cow,2016,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,#E1A85E
