"GBAC","country","host","collection_date","serotype","Topotype","color","lineage"
"MT602078/ETH/cattle/2019/A","ETH","cattle","2019","A","AFRICA","#857FA9",""
"MT602079/SDN/cattle/2018/A","SDN","cattle","2018","A","AFRICA","#847EA9",""
"MT602081/ETH/cattle/2015/O","ETH","cattle","2015","O","EAST-AFRICA-3-EA-3","#BCBC22",""
"MT602084/KEN/cattle/2018/O","KEN","cattle","2018","O","EAST-AFRICA-2-EA-2","#B9B91D",""
"MT602085/KEN/cattle/2013/SAT1","KEN","cattle","2013","SAT1","I-NORTHWEST-ZIMBABWE-NWZ","#F5907E",""
"MT602086/TZA/cattle/2012/SAT1","TZA","cattle","2012","SAT1","I-NORTHWEST-ZIMBABWE-NWZ","#F38C79",""
"MT602087/TZA/cattle/2013/SAT1","TZA","cattle","2013","SAT1","I-NORTHWEST-ZIMBABWE-NWZ","#E56A49",""
"MT602088/TZA/cattle/2014/SAT1","TZA","cattle","2014","SAT1","I-NORTHWEST-ZIMBABWE-NWZ","#E46947",""
"MT602089/EGY/cattle/2018/SAT2","EGY","cattle","2018","SAT2","VII","#497E9E",""
"MT602090/ETH/cattle/2015/SAT2","ETH","cattle","2015","SAT2","VII","#497D9E",""
"MT602092/KEN/cattle/2017/SAT2","KEN","cattle","2017","SAT2","IV","#5E91B2",""
"MT863268/EGY/water-buffalo/2016/A","EGY","water-buffalo","2016","A","AFRICA","#857FA9",""
"MT944981/IRN/dog/2016/O","IRN","dog","2016","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E5E589","PanAsia-2"
"MT944982/IRN/goat/2016/O","IRN","goat","2016","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E5E589","PanAsia-2"
"MT944983/IRN/goat/2016/O","IRN","goat","2016","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E5E589","PanAsia-2"
"MW355668/TZA/cattle/1980/SAT1","TZA","cattle","1980","SAT1","I-NORTHWEST-ZIMBABWE-NWZ","#DF5B34",""
"MW355669/ZMB/cattle/1988/SAT1","ZMB","cattle","1988","SAT1","I-NORTHWEST-ZIMBABWE-NWZ","#DE5A32",""
"MW355671/MOZ/Unknown/1970/SAT2","MOZ","Unknown","1970","SAT2","I","#588CAD",""
"MW355673/ZWE/cattle/1989/SAT2","ZWE","cattle","1989","SAT2","II","#578BAB",""
"MW355674/BWA/cattle/1967/SAT3","BWA","cattle","1967","SAT3","II-WESTERN-ZIMBABWE-WZ","#CE9235",""
"MW355676/ZWE/cattle/1976/SAT3","ZWE","cattle","1976","SAT3","I-SOUTHEAST-ZIMBABWE-SEZ","#FBC694",""
"MW355677/ZAF/cattle/1979/SAT3","ZAF","cattle","1979","SAT3","I-SOUTHEAST-ZIMBABWE-SEZ","#E6AE68",""
"MW355678/ZMB/african-buffalo/1996/SAT3","ZMB","african-buffalo","1996","SAT3","III-NORTHWEST-ZIMBABWE-NWZ","#B97A09",""
"MW355679/ZWE/african-buffalo/1990/SAT3","ZWE","african-buffalo","1990","SAT3","I-SOUTHEAST-ZIMBABWE-SEZ","#F1BA7E",""
"MW715622/NER/cow/2018/SAT2","NER","cow","2018","SAT2","VII","#4C80A0",""
"MW715623/NER/cow/2017/SAT2","NER","cow","2017","SAT2","VII","#5084A5",""
"MW715624/NER/cow/2017/SAT2","NER","cow","2017","SAT2","VII","#4F84A4",""
"MW715626/NER/cow/2017/SAT2","NER","cow","2017","SAT2","VII","#4F83A3",""
"MW715627/NER/cow/2017/SAT2","NER","cow","2017","SAT2","VII","#4E83A3",""
"MW715628/NER/cow/2017/SAT2","NER","cow","2017","SAT2","VII","#4E82A2",""
"MW715629/NER/cow/2017/SAT2","NER","cow","2017","SAT2","VII","#4D81A2",""
"MZ493232/PAK/cattle/2017/A","PAK","cattle","2017","A","ASIA","#A49FC5","Iran-05"
"MZ493233/PAK/cattle/2018/A","PAK","cattle","2018","A","ASIA","#A49FC5","Iran-05"
"MZ493234/PAK/cattle/2018/A","PAK","cattle","2018","A","ASIA","#A49FC5","Iran-05"
"NC_039210/GBR/Unknown/1965/O","GBR","Unknown","1965","O","","#B0B006",""
"OK019689/IRN/cow/2016/O","IRN","cow","2016","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E5E589","PanAsia-2"
"OK205893/VNM/cattle/2013/A","VNM","cattle","2013","A","ASIA","#C8C4E5","Sea-97"
"OK205894/VNM/buffalo/2014/A","VNM","buffalo","2014","A","ASIA","#C6C2E3","Sea-97"
"OK205895/VNM/cattle/2014/A","VNM","cattle","2014","A","ASIA","#C7C3E4","Sea-97"
"OK205896/VNM/cattle/2014/A","VNM","cattle","2014","A","ASIA","#C9C5E6","Sea-97"
"OK205897/VNM/pig/2015/A","VNM","pig","2015","A","ASIA","#CBC7E8","Sea-97"
"OK205898/VNM/cattle/2013/A","VNM","cattle","2013","A","ASIA","#C6C1E3","Sea-97"
"OK205899/VNM/cattle/2015/A","VNM","cattle","2015","A","ASIA","#CECAEB","Sea-97"
"OK205900/VNM/cattle/2015/A","VNM","cattle","2015","A","ASIA","#C7C3E4","Sea-97"
"OK205901/VNM/buffalo/2014/A","VNM","buffalo","2014","A","ASIA","#C9C5E6","Sea-97"
"OK205902/VNM/cattle/2014/A","VNM","cattle","2014","A","ASIA","#CAC6E7","Sea-97"
"OK205903/VNM/pig/2014/A","VNM","pig","2014","A","ASIA","#CBC7E7","Sea-97"
"OK205904/VNM/cattle/2014/A","VNM","cattle","2014","A","ASIA","#C7C3E4","Sea-97"
"OK205905/VNM/cattle/2014/A","VNM","cattle","2014","A","ASIA","#B7B2D6","Sea-97"
"OK205906/VNM/cattle/2013/A","VNM","cattle","2013","A","ASIA","#C5C1E3","Sea-97"
"OK205907/VNM/cattle/2014/A","VNM","cattle","2014","A","ASIA","#C8C4E5","Sea-97"
"OK318499/VNM/cattle/2016/A","VNM","cattle","2016","A","ASIA","#C7C2E4","Sea-97"
"OK318500/VNM/cattle/2017/A","VNM","cattle","2017","A","ASIA","#C1BDDF","Sea-97"
"OK318501/VNM/cattle/2019/A","VNM","cattle","2019","A","ASIA","#C9C5E6","Sea-97"
"OK318502/VNM/cattle/2019/A","VNM","cattle","2019","A","ASIA","#BCB7DA","Sea-97"
"OK318503/VNM/cattle/2019/A","VNM","cattle","2019","A","ASIA","#BCB7DA","Sea-97"
"OK318504/VNM/cattle/2019/A","VNM","cattle","2019","A","ASIA","#BBB7DA","Sea-97"
"OK318505/VNM/cattle/2019/A","VNM","cattle","2019","A","ASIA","#BBB7DA","Sea-97"
"OK318506/VNM/cattle/2019/A","VNM","cattle","2019","A","ASIA","#BBB6D9","Sea-97"
"OK318507/VNM/cattle/2019/A","VNM","cattle","2019","A","ASIA","#BBB6D9","Sea-97"
"OK318508/VNM/cattle/2019/A","VNM","cattle","2019","A","ASIA","#BAB6D9","Sea-97"
"OK318509/VNM/cattle/2019/A","VNM","cattle","2019","A","ASIA","#BAB5D9","Sea-97"
"OK318510/VNM/cattle/2019/A","VNM","cattle","2019","A","ASIA","#BAB5D8","Sea-97"
"OK318511/VNM/pig/2018/O","VNM","pig","2018","O","III-NORTHWEST-ZIMBABWE-NWZ","#C5C53A",""
"OK318512/VNM/pig/2018/O","VNM","pig","2018","O","III-NORTHWEST-ZIMBABWE-NWZ","#C5C53A",""
"OK318513/VNM/pig/2018/O","VNM","pig","2018","O","CATHAY","#AFAF03",""
"OK318514/VNM/cattle/2018/O","VNM","cattle","2018","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#FDFDC3",""
"OK318515/VNM/pig/2018/O","VNM","pig","2018","O","CATHAY","#AFAF04",""
"OK318516/VNM/cattle/2018/O","VNM","cattle","2018","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#FCFCC2",""
"OK318517/VNM/cattle/2018/O","VNM","cattle","2018","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#FEFEC6",""
"OK318518/VNM/goat/2018/O","VNM","goat","2018","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#F9F9B9",""
"OK318519/VNM/cattle/2018/O","VNM","cattle","2018","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#F8F8B8",""
"OK318520/VNM/pig/2018/O","VNM","pig","2018","O","III-NORTHWEST-ZIMBABWE-NWZ","#C4C437",""
"OK318521/VNM/pig/2018/O","VNM","pig","2018","O","CATHAY","#AFAF02",""
"OK318522/VNM/pig/2018/O","VNM","pig","2018","O","III-NORTHWEST-ZIMBABWE-NWZ","#C2C232",""
"OK318523/VNM/pig/2018/O","VNM","pig","2018","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#F9F9BB",""
"OK318524/VNM/pig/2018/O","VNM","pig","2018","O","III-NORTHWEST-ZIMBABWE-NWZ","#C6C63B",""
"OK318525/VNM/pig/2018/O","VNM","pig","2018","O","III-NORTHWEST-ZIMBABWE-NWZ","#C5C539",""
"OK318526/VNM/buffalo/2018/O","VNM","buffalo","2018","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#F9F9BA",""
"OK318527/VNM/pig/2018/O","VNM","pig","2018","O","III-NORTHWEST-ZIMBABWE-NWZ","#C5C53B",""
"OK318528/VNM/pig/2018/O","VNM","pig","2018","O","III-NORTHWEST-ZIMBABWE-NWZ","#C3C334",""
"OK318529/VNM/pig/2018/O","VNM","pig","2018","O","III-NORTHWEST-ZIMBABWE-NWZ","#C5C53A",""
"OK318530/VNM/pig/2018/O","VNM","pig","2018","O","III-NORTHWEST-ZIMBABWE-NWZ","#C5C539",""
"OK318531/VNM/pig/2018/O","VNM","pig","2018","O","III-NORTHWEST-ZIMBABWE-NWZ","#C6C63D",""
"OK318532/VNM/pig/2018/O","VNM","pig","2018","O","III-NORTHWEST-ZIMBABWE-NWZ","#C7C73F",""
"OK318533/VNM/pig/2019/O","VNM","pig","2019","O","III-NORTHWEST-ZIMBABWE-NWZ","#C4C436",""
"OK318534/VNM/pig/2019/O","VNM","pig","2019","O","III-NORTHWEST-ZIMBABWE-NWZ","#C6C63C",""
"OK318535/VNM/pig/2019/O","VNM","pig","2019","O","CATHAY","#AFAF04",""
"OK318536/VNM/cattle/2018/O","VNM","cattle","2018","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#F9F9BA",""
"OK318537/VNM/pig/2019/O","VNM","pig","2019","O","III-NORTHWEST-ZIMBABWE-NWZ","#C3C333",""
"OK318538/VNM/pig/2019/O","VNM","pig","2019","O","III-NORTHWEST-ZIMBABWE-NWZ","#C6C63C",""
"OK318539/VNM/pig/2019/O","VNM","pig","2019","O","III-NORTHWEST-ZIMBABWE-NWZ","#C4C438",""
"OK318540/VNM/pig/2019/O","VNM","pig","2019","O","III-NORTHWEST-ZIMBABWE-NWZ","#C4C438",""
"OK318541/VNM/pig/2019/O","VNM","pig","2019","O","III-NORTHWEST-ZIMBABWE-NWZ","#C4C436",""
"OK318542/VNM/pig/2019/O","VNM","pig","2019","O","III-NORTHWEST-ZIMBABWE-NWZ","#C7C73E",""
"OK318543/VNM/pig/2019/O","VNM","pig","2019","O","III-NORTHWEST-ZIMBABWE-NWZ","#C2C232",""
"OK318544/VNM/cattle/2018/O","VNM","cattle","2018","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#FBFBC0",""
"OK318545/VNM/cattle/2018/O","VNM","cattle","2018","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#FBFBBE",""
"OK318546/VNM/buffalo/2017/O","VNM","buffalo","2017","O","III-NORTHWEST-ZIMBABWE-NWZ","#BFBF2B","Mya-98"
"OK318547/VNM/cattle/2017/O","VNM","cattle","2017","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#FEFEC6",""
"OK318548/VNM/buffalo/2017/O","VNM","buffalo","2017","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#FDFDC4",""
"OK318549/VNM/cattle/2017/O","VNM","cattle","2017","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#F7F7B5",""
"OK318550/VNM/cattle/2017/O","VNM","cattle","2017","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#F7F7B6",""
"OK318551/VNM/cattle/2016/O","VNM","cattle","2016","O","III-NORTHWEST-ZIMBABWE-NWZ","#BFBF2B","Mya-98"
"OM022642/NER/cattle/2018/O","NER","cattle","2018","O","EAST-AFRICA-3-EA-3","#BCBC24",""
"OM022643/NER/cattle/2017/O","NER","cattle","2017","O","EAST-AFRICA-3-EA-3","#BCBC23",""
"OM022644/NER/cattle/2017/O","NER","cattle","2017","O","EAST-AFRICA-3-EA-3","#BCBC23",""
"OM022646/NER/cattle/2017/O","NER","cattle","2017","O","EAST-AFRICA-3-EA-3","#BCBC23",""
"OM022648/NER/cattle/2017/O","NER","cattle","2017","O","EAST-AFRICA-3-EA-3","#BCBC24",""
"OM022649/NER/cattle/2017/O","NER","cattle","2017","O","EAST-AFRICA-3-EA-3","#BCBC24",""
"OM160610/TUN/cattle/2014/O","TUN","cattle","2014","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DADA6D","Ind-2001d"
"OM160611/TUN/cattle/2014/O","TUN","cattle","2014","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DADA6E","Ind-2001d"
"OM160612/TUN/cattle/2014/O","TUN","cattle","2014","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D9D96B","Ind-2001d"
"OM160613/TUN/cattle/2014/O","TUN","cattle","2014","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D9D96B","Ind-2001d"
"OM160614/TUN/cattle/2014/O","TUN","cattle","2014","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DBDB6F","Ind-2001d"
"OM160615/TUN/cattle/2014/O","TUN","cattle","2014","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D9D96A","Ind-2001d"
"OM160616/TUN/cattle/2014/O","TUN","cattle","2014","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DADA6C","Ind-2001d"
"OM160617/TUN/cattle/2014/O","TUN","cattle","2014","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DBDB6F","Ind-2001d"
"OM160618/TUN/cattle/2014/O","TUN","cattle","2014","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D9D96C","Ind-2001d"
"OM160619/TUN/cattle/2014/O","TUN","cattle","2014","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D9D96C","Ind-2001d"
"OM160620/TUN/cattle/2014/O","TUN","cattle","2014","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D9D96B","Ind-2001d"
"OM160621/DZA/cattle/2014/O","DZA","cattle","2014","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DADA6E","Ind-2001d"
"OM160622/DZA/cattle/2014/O","DZA","cattle","2014","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DADA6D","Ind-2001d"
"OM160623/DZA/cattle/2014/O","DZA","cattle","2014","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DADA6D","Ind-2001d"
"OM160624/DZA/cattle/2014/O","DZA","cattle","2014","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DADA6E","Ind-2001d"
"OM160625/DZA/sheep/2015/O","DZA","sheep","2015","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D9D96B","Ind-2001d"
"OM455465/PAK/buffalo/2012/A","PAK","buffalo","2012","A","ASIA","#A5A0C6","Iran-05"
"OM455466/PAK/buffalo/2012/A","PAK","buffalo","2012","A","ASIA","#A5A0C6","Iran-05"
"OM455467/PAK/buffalo/2012/A","PAK","buffalo","2012","A","ASIA","#A9A4C9","Iran-05"
"OM455468/PAK/buffalo/2012/A","PAK","buffalo","2012","A","ASIA","#A6A1C7","Iran-05"
"OM455469/PAK/buffalo/2012/A","PAK","buffalo","2012","A","ASIA","#A8A3C9","Iran-05"
"OM455470/PAK/buffalo/2012/A","PAK","buffalo","2012","A","ASIA","#A9A4C9","Iran-05"
"OM455471/PAK/buffalo/2012/A","PAK","buffalo","2012","A","ASIA","#A9A4C9","Iran-05"
"OM455472/PAK/buffalo/2012/A","PAK","buffalo","2012","A","ASIA","#A5A0C6","Iran-05"
"OM455473/PAK/buffalo/2012/A","PAK","buffalo","2012","A","ASIA","#A8A3C9","Iran-05"
"OM455474/PAK/buffalo/2012/A","PAK","buffalo","2012","A","ASIA","#A6A1C7","Iran-05"
"OM455475/PAK/buffalo/2012/A","PAK","buffalo","2012","A","ASIA","#A6A1C7","Iran-05"
"OM455476/PAK/buffalo/2012/A","PAK","buffalo","2012","A","ASIA","#A5A0C6","Iran-05"
"OM455477/PAK/buffalo/2012/A","PAK","buffalo","2012","A","ASIA","#A7A2C8","Iran-05"
"OM455478/PAK/buffalo/2012/A","PAK","buffalo","2012","A","ASIA","#A7A2C7","Iran-05"
"OM455479/PAK/cattle/2012/A","PAK","cattle","2012","A","ASIA","#A8A3C8","Iran-05"
"OM455480/PAK/cattle/2008/A","PAK","cattle","2008","A","ASIA","#ABA6CB","Iran-05"
"OM455481/PAK/buffalo/2012/A","PAK","buffalo","2012","A","ASIA","#A9A4CA","Iran-05"
"OM455482/PAK/cattle/2009/A","PAK","cattle","2009","A","ASIA","#AAA5CB","Iran-05"
"OM455483/PAK/cattle/2012/A","PAK","cattle","2012","A","ASIA","#A7A2C8","Iran-05"
"OM455484/PAK/buffalo/2012/A","PAK","buffalo","2012","A","ASIA","#A7A2C8","Iran-05"
"OM456128/PAK/buffalo/2012/O","PAK","buffalo","2012","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E2E281","PanAsia-2"
"OM456129/PAK/buffalo/2012/O","PAK","buffalo","2012","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E2E281","PanAsia-2"
"OM456130/PAK/buffalo/2012/O","PAK","buffalo","2012","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E2E281","PanAsia-2"
"OM456131/PAK/buffalo/2012/O","PAK","buffalo","2012","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E1E180","PanAsia-2"
"OM456132/PAK/buffalo/2012/O","PAK","buffalo","2012","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E1E17F","PanAsia-2"
"OM456133/PAK/cattle/2012/O","PAK","cattle","2012","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E1E17F","PanAsia-2"
"OM456134/PAK/cattle/2012/O","PAK","cattle","2012","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E2E280","PanAsia-2"
"OM456135/PAK/cattle/2012/O","PAK","cattle","2012","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E1E180","PanAsia-2"
"OM456136/PAK/buffalo/2012/O","PAK","buffalo","2012","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E5E587","PanAsia-2"
"OM456137/PAK/cattle/2012/O","PAK","cattle","2012","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E0E07D","PanAsia-2"
"OM456138/PAK/buffalo/2009/O","PAK","buffalo","2009","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E0E07D","PanAsia-2"
"OM456139/PAK/buffalo/2011/O","PAK","buffalo","2011","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E2E281","PanAsia-2"
"OM456140/PAK/buffalo/2011/O","PAK","buffalo","2011","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E0E07D","PanAsia-2"
"OM456141/PAK/buffalo/2011/O","PAK","buffalo","2011","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E0E07C","PanAsia-2"
"OM456142/PAK/buffalo/2011/O","PAK","buffalo","2011","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E0E07D","PanAsia-2"
"OM456143/PAK/buffalo/2012/O","PAK","buffalo","2012","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E2E280","PanAsia-2"
"OM456144/PAK/cattle/2010/O","PAK","cattle","2010","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E1E17E","PanAsia-2"
"OM456145/PAK/buffalo/2010/O","PAK","buffalo","2010","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E1E17E","PanAsia-2"
"OM456146/PAK/cattle/2010/O","PAK","cattle","2010","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E1E17E","PanAsia-2"
"OM456147/PAK/cattle/2011/O","PAK","cattle","2011","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E2E282","PanAsia-2"
"OM456148/PAK/buffalo/2012/O","PAK","buffalo","2012","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E1E17F","PanAsia-2"
"OM456149/PAK/cattle/2012/O","PAK","cattle","2012","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E1E17F","PanAsia-2"
"OM456150/PAK/buffalo/2010/O","PAK","buffalo","2010","O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E2E282","PanAsia-2"
"OM471610/PAK/buffalo/2011/Asia1","PAK","buffalo","2011","Asia1","ASIA","#B7E169",""
"OM471611/PAK/buffalo/2012/Asia1","PAK","buffalo","2012","Asia1","ASIA","#9EC744",""
"OM471612/PAK/buffalo/2012/Asia1","PAK","buffalo","2012","Asia1","ASIA","#AED85D",""
"OM471613/PAK/buffalo/2012/Asia1","PAK","buffalo","2012","Asia1","ASIA","#B6E169",""
"OM471614/PAK/buffalo/2012/Asia1","PAK","buffalo","2012","Asia1","ASIA","#BAE56F",""
"OM471615/PAK/buffalo/2012/Asia1","PAK","buffalo","2012","Asia1","ASIA","#A9D355",""
"OM471616/PAK/buffalo/2012/Asia1","PAK","buffalo","2012","Asia1","ASIA","#ACD659",""
"OM471617/PAK/buffalo/2012/Asia1","PAK","buffalo","2012","Asia1","ASIA","#ABD558",""
"OM471618/PAK/buffalo/2012/Asia1","PAK","buffalo","2012","Asia1","ASIA","#B3DE65",""
"OM471619/PAK/buffalo/2012/Asia1","PAK","buffalo","2012","Asia1","ASIA","#B3DD64",""
"OM471620/PAK/buffalo/2012/Asia1","PAK","buffalo","2012","Asia1","ASIA","#B2DC62",""
"OM471621/PAK/buffalo/2012/Asia1","PAK","buffalo","2012","Asia1","ASIA","#AFD95D",""
"OM471622/PAK/buffalo/2012/Asia1","PAK","buffalo","2012","Asia1","ASIA","#B4DE65",""
"OM471623/PAK/buffalo/2012/Asia1","PAK","buffalo","2012","Asia1","ASIA","#B1DC61",""
"OM471624/PAK/buffalo/2012/Asia1","PAK","buffalo","2012","Asia1","ASIA","#AED85C",""
"OM471625/PAK/buffalo/2012/Asia1","PAK","buffalo","2012","Asia1","ASIA","#B0DA60",""
"OM471626/PAK/buffalo/2012/Asia1","PAK","buffalo","2012","Asia1","ASIA","#B5E068",""
"OM471627/PAK/buffalo/2012/Asia1","PAK","buffalo","2012","Asia1","ASIA","#B5DF67",""
"OM471628/PAK/buffalo/2012/Asia1","PAK","buffalo","2012","Asia1","ASIA","#B1DB61",""
"OM471629/PAK/buffalo/2012/Asia1","PAK","buffalo","2012","Asia1","ASIA","#B0DA5F",""
"OM471630/PAK/buffalo/2012/Asia1","PAK","buffalo","2012","Asia1","ASIA","#A4CD4D",""
"OM471631/PAK/buffalo/2012/Asia1","PAK","buffalo","2012","Asia1","ASIA","#BFEA77",""
"OM471632/PAK/buffalo/2012/Asia1","PAK","buffalo","2012","Asia1","ASIA","#BEE975",""
"OM471633/PAK/buffalo/2012/Asia1","PAK","buffalo","2012","Asia1","ASIA","#BFE975",""
"OM471634/PAK/buffalo/2012/Asia1","PAK","buffalo","2012","Asia1","ASIA","#BDE772",""
"OM471635/PAK/buffalo/2012/Asia1","PAK","buffalo","2012","Asia1","ASIA","#BDE874",""
"OM471636/PAK/buffalo/2012/Asia1","PAK","buffalo","2012","Asia1","ASIA","#BCE771",""
"OM471637/PAK/buffalo/2012/Asia1","PAK","buffalo","2012","Asia1","ASIA","#A7D151",""
"OM471638/PAK/buffalo/2012/Asia1","PAK","buffalo","2012","Asia1","ASIA","#9FC945",""
"OM471639/PAK/buffalo/2012/Asia1","PAK","buffalo","2012","Asia1","ASIA","#A5CF4F",""
"OM471640/PAK/buffalo/2012/Asia1","PAK","buffalo","2012","Asia1","ASIA","#9FC845",""
"OM471641/PAK/buffalo/2012/Asia1","PAK","buffalo","2012","Asia1","ASIA","#A8D152",""
"OM471642/PAK/buffalo/2012/Asia1","PAK","buffalo","2012","Asia1","ASIA","#A4CE4D",""
"OM471643/PAK/buffalo/2012/Asia1","PAK","buffalo","2012","Asia1","ASIA","#A8D254",""
"OM471644/PAK/buffalo/2012/Asia1","PAK","buffalo","2012","Asia1","ASIA","#A6D051",""
"OM471645/PAK/buffalo/2012/Asia1","PAK","buffalo","2012","Asia1","ASIA","#A6CF50",""
"OM471646/PAK/buffalo/2012/Asia1","PAK","buffalo","2012","Asia1","ASIA","#AAD457",""
"OM471647/PAK/buffalo/2012/Asia1","PAK","buffalo","2012","Asia1","ASIA","#9BC440",""
"OM471648/PAK/buffalo/2012/Asia1","PAK","buffalo","2012","Asia1","ASIA","#A3CD4C",""
"OM471649/PAK/buffalo/2012/Asia1","PAK","buffalo","2012","Asia1","ASIA","#AAD355",""
"OM471650/PAK/buffalo/2012/Asia1","PAK","buffalo","2012","Asia1","ASIA","#ACD659",""
"OM471651/PAK/buffalo/2012/Asia1","PAK","buffalo","2012","Asia1","ASIA","#A0C947",""
"OM471652/PAK/buffalo/2012/Asia1","PAK","buffalo","2012","Asia1","ASIA","#A1CB49",""
"OM471653/PAK/buffalo/2012/Asia1","PAK","buffalo","2012","Asia1","ASIA","#A2CC4A",""
"OM471654/PAK/buffalo/2012/Asia1","PAK","buffalo","2012","Asia1","ASIA","#B7E26A",""
"OM471655/PAK/buffalo/2012/Asia1","PAK","buffalo","2012","Asia1","ASIA","#A1CA48",""
"OM471656/PAK/buffalo/2012/Asia1","PAK","buffalo","2012","Asia1","ASIA","#ADD75A",""
"OM471657/PAK/buffalo/2012/Asia1","PAK","buffalo","2012","Asia1","ASIA","#B9E46D",""
"OM471658/PAK/buffalo/2012/Asia1","PAK","buffalo","2012","Asia1","ASIA","#A2CB49",""
"OM471659/PAK/cattle/2012/Asia1","PAK","cattle","2012","Asia1","ASIA","#93BC34",""
"OM471660/PAK/buffalo/2012/Asia1","PAK","buffalo","2012","Asia1","ASIA","#BBE671",""
"OM471661/PAK/cattle/2012/Asia1","PAK","cattle","2012","Asia1","ASIA","#99C23C",""
"OM471662/PAK/cattle/2012/Asia1","PAK","cattle","2012","Asia1","ASIA","#B9E36D",""
"OM471663/PAK/cattle/2012/Asia1","PAK","cattle","2012","Asia1","ASIA","#B8E36C",""
"OM471664/PAK/buffalo/2011/Asia1","PAK","buffalo","2011","Asia1","ASIA","#97C039",""
"OM471665/PAK/buffalo/2011/Asia1","PAK","buffalo","2011","Asia1","ASIA","#99C23C",""
"OM471666/PAK/buffalo/2011/Asia1","PAK","buffalo","2011","Asia1","ASIA","#9BC43E",""
"OM471667/PAK/buffalo/2011/Asia1","PAK","buffalo","2011","Asia1","ASIA","#9AC33D",""
"OM471668/PAK/cattle/2012/Asia1","PAK","cattle","2012","Asia1","ASIA","#92BB31",""
"OM471669/PAK/cattle/2012/Asia1","PAK","cattle","2012","Asia1","ASIA","#93BB32",""
"OM471670/PAK/buffalo/2012/Asia1","PAK","buffalo","2012","Asia1","ASIA","#BBE570",""
"OM471671/PAK/cattle/2012/Asia1","PAK","cattle","2012","Asia1","ASIA","#97C038",""
"OM471672/PAK/cattle/2012/Asia1","PAK","cattle","2012","Asia1","ASIA","#96BF38",""
"OM471673/PAK/cattle/2012/Asia1","PAK","cattle","2012","Asia1","ASIA","#C1EC79",""
