GBAC,country,host,collection_date,serotype,Topotype,lineage,color,pool
MT018550/ISR/cattle/2018/O,ISR,cattle,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E5E588,Pool3
MT018551/ISR/cattle/2018/O,ISR,cattle,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E5E588,Pool3
MT340197/VNM/cattle/2017/A,VNM,cattle,2017,A,ASIA,Sea-97,#CDC9EA,Pool1
MT340198/VNM/cattle/2017/A,VNM,cattle,2017,A,ASIA,Sea-97,#CCC8E9,Pool1
MT340199/VNM/cattle/2017/A,VNM,cattle,2017,A,ASIA,Sea-97,#CECAEA,Pool1
MT340200/VNM/cattle/2017/A,VNM,cattle,2017,A,ASIA,Sea-97,#CDC9EA,Pool1
MT340201/VNM/cattle/2017/A,VNM,cattle,2017,A,ASIA,Sea-97,#CCC8E9,Pool1
MT340202/VNM/cattle/2017/A,VNM,cattle,2017,A,ASIA,Sea-97,#C9C5E6,Pool1
MT340203/VNM/cattle/2017/A,VNM,cattle,2017,A,ASIA,Sea-97,#C9C5E6,Pool1
MT340204/VNM/cattle/2018/A,VNM,cattle,2018,A,ASIA,Sea-97,#D0CCEC,Pool1
MT340205/VNM/cattle/2018/A,VNM,cattle,2018,A,ASIA,Sea-97,#CDC9E9,Pool1
MT340206/VNM/cattle/2018/A,VNM,cattle,2018,A,ASIA,Sea-97,#D1CDED,Pool1
MT340207/VNM/cattle/2018/A,VNM,cattle,2018,A,ASIA,Sea-97,#D0CCEC,Pool1
MT340208/VNM/cattle/2018/A,VNM,cattle,2018,A,ASIA,Sea-97,#D0CCEC,Pool1
MT340209/VNM/cattle/2018/A,VNM,cattle,2018,A,ASIA,Sea-97,#CFCBEB,Pool1
MT340210/VNM/cattle/2018/A,VNM,cattle,2018,A,ASIA,Sea-97,#CFCBEB,Pool1
MT340211/VNM/cattle/2018/A,VNM,cattle,2018,A,ASIA,Sea-97,#CBC7E8,Pool1
MT340212/VNM/cattle/2018/A,VNM,cattle,2018,A,ASIA,Sea-97,#CBC7E7,Pool1
MT340213/VNM/cattle/2018/A,VNM,cattle,2018,A,ASIA,Sea-97,#CBC7E8,Pool1
MT340214/VNM/cattle/2018/A,VNM,cattle,2018,A,ASIA,Sea-97,#CCC8E8,Pool1
MT340215/VNM/cattle/2018/A,VNM,cattle,2018,A,ASIA,Sea-97,#C9C5E6,Pool1
MT340216/VNM/cattle/2018/A,VNM,cattle,2018,A,ASIA,Sea-97,#CFCBEC,Pool1
MT340217/VNM/cattle/2018/A,VNM,cattle,2018,A,ASIA,Sea-97,#CAC6E7,Pool1
MT340218/VNM/cattle/2018/A,VNM,cattle,2018,A,ASIA,Sea-97,#CAC6E7,Pool1
MT340219/VNM/cattle/2018/A,VNM,cattle,2018,A,ASIA,Sea-97,#CBC7E8,Pool1
MT340220/VNM/cattle/2018/A,VNM,cattle,2018,A,ASIA,Sea-97,#CFCBEB,Pool1
MT340221/VNM/cattle/2018/A,VNM,cattle,2018,A,ASIA,Sea-97,#CDC9E9,Pool1
MT340222/VNM/cattle/2019/A,VNM,cattle,2019,A,ASIA,Sea-97,#CAC6E7,Pool1
MT340223/VNM/cattle/2019/A,VNM,cattle,2019,A,ASIA,Sea-97,#CECAEB,Pool1
MT340224/VNM/buffalo/2018/A,VNM,buffalo,2018,A,ASIA,Sea-97,#CAC5E6,Pool1
MT340225/VNM/cattle/2018/A,VNM,cattle,2018,A,ASIA,Sea-97,#C8C4E5,Pool1
MT602077/ETH/cattle/2018/A,ETH,cattle,2018,A,AFRICA,,#827CA7,Pool4
MT602078/ETH/cattle/2019/A,ETH,cattle,2019,A,AFRICA,,#857FA9,Pool4
MT602079/SDN/cattle/2018/A,SDN,cattle,2018,A,AFRICA,,#847EA9,Pool4
MT602081/ETH/cattle/2015/O,ETH,cattle,2015,O,EAST-AFRICA-3-EA-3,,#BCBC22,Pool4
MT602084/KEN/cattle/2018/O,KEN,cattle,2018,O,EAST-AFRICA-2-EA-2,,#BABA1D,Pool4
MT602085/KEN/cattle/2013/SAT1,KEN,cattle,2013,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,#D49841,Pool4
MT602086/TZA/cattle/2012/SAT1,TZA,cattle,2012,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,#D1953C,Pool4
MT602087/TZA/cattle/2013/SAT1,TZA,cattle,2013,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,#E5AC65,Pool4
MT602088/TZA/cattle/2014/SAT1,TZA,cattle,2014,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,#E4AB63,Pool4
MT602089/EGY/cattle/2018/SAT2,EGY,cattle,2018,SAT2,VII,,#D33E0B,Pool3/Pool4
MT602090/ETH/cattle/2015/SAT2,ETH,cattle,2015,SAT2,VII,,#D23C08,Pool4
MT602092/KEN/cattle/2017/SAT2,KEN,cattle,2017,SAT2,IV,,#DE5830,Pool4
MT863268/EGY/water-buffalo/2016/A,EGY,water-buffalo,2016,A,AFRICA,,#857FA9,Pool3/Pool4
MT944981/IRN/dog/2016/O,IRN,dog,2016,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E5E589,Pool3
MT944982/IRN/goat/2016/O,IRN,goat,2016,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E5E58A,Pool3
MT944983/IRN/goat/2016/O,IRN,goat,2016,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E5E589,Pool3
MW355668/TZA/cattle/1980/SAT1,TZA,cattle,1980,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,#CD9133,Pool4
MW355669/ZMB/cattle/1988/SAT1,ZMB,cattle,1988,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,#CC9031,Pool6
MW355671/MOZ/Unknown/1970/SAT2,MOZ,Unknown,1970,SAT2,I,,#DB5126,Pool6
MW355673/ZWE/cattle/1989/SAT2,ZWE,cattle,1989,SAT2,II,,#DA4F22,Pool6
MW355674/BWA/cattle/1967/SAT3,BWA,cattle,1967,SAT3,II-WESTERN-ZIMBABWE-WZ,,#6194B5,Pool6
MW355676/ZWE/cattle/1976/SAT3,ZWE,cattle,1976,SAT3,I-SOUTHEAST-ZIMBABWE-SEZ,,#95C6E8,Pool6
MW355677/ZAF/cattle/1979/SAT3,ZAF,cattle,1979,SAT3,I-SOUTHEAST-ZIMBABWE-SEZ,,#81B3D4,Pool6
MW355678/ZMB/african-buffalo/1996/SAT3,ZMB,african-buffalo,1996,SAT3,III-NORTHWEST-ZIMBABWE-NWZ,,#497D9D,Pool6
MW355679/ZWE/african-buffalo/1990/SAT3,ZWE,african-buffalo,1990,SAT3,I-SOUTHEAST-ZIMBABWE-SEZ,,#89BADC,Pool6
MW715622/NER/cow/2018/SAT2,NER,cow,2018,SAT2,VII,,#D3400E,Pool5
MW715623/NER/cow/2017/SAT2,NER,cow,2017,SAT2,VII,,#D64616,Pool5
MW715624/NER/cow/2017/SAT2,NER,cow,2017,SAT2,VII,,#D64515,Pool5
MW715626/NER/cow/2017/SAT2,NER,cow,2017,SAT2,VII,,#D54414,Pool5
MW715627/NER/cow/2017/SAT2,NER,cow,2017,SAT2,VII,,#D54313,Pool5
MW715628/NER/cow/2017/SAT2,NER,cow,2017,SAT2,VII,,#D54311,Pool5
MW715629/NER/cow/2017/SAT2,NER,cow,2017,SAT2,VII,,#D44210,Pool5
MZ493232/PAK/cattle/2017/A,PAK,cattle,2017,A,ASIA,Iran-05,#A49FC5,Pool3
MZ493233/PAK/cattle/2018/A,PAK,cattle,2018,A,ASIA,Iran-05,#A49FC5,Pool3
MZ493234/PAK/cattle/2018/A,PAK,cattle,2018,A,ASIA,Iran-05,#A49FC5,Pool3
NC_039210/GBR/Unknown/1965/O,GBR,Unknown,1965,O,EUROPE-SOUTH-AMERICA-EURO-SA,,#AEAE00,Unknown
OK019689/IRN/cow/2016/O,IRN,cow,2016,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E5E589,Pool3
OK205893/VNM/cattle/2013/A,VNM,cattle,2013,A,ASIA,Sea-97,#C5C0E2,Pool1
OK205894/VNM/buffalo/2014/A,VNM,buffalo,2014,A,ASIA,Sea-97,#C5C1E2,Pool1
OK205895/VNM/cattle/2014/A,VNM,cattle,2014,A,ASIA,Sea-97,#C5C1E3,Pool1
OK205896/VNM/cattle/2014/A,VNM,cattle,2014,A,ASIA,Sea-97,#C2BEE0,Pool1
OK205897/VNM/pig/2015/A,VNM,pig,2015,A,ASIA,Sea-97,#C3BFE1,Pool1
OK205898/VNM/cattle/2013/A,VNM,cattle,2013,A,ASIA,Sea-97,#C7C3E4,Pool1
OK205899/VNM/cattle/2015/A,VNM,cattle,2015,A,ASIA,Sea-97,#BFBBDD,Pool1
OK205900/VNM/cattle/2015/A,VNM,cattle,2015,A,ASIA,Sea-97,#C6C2E3,Pool1
OK205901/VNM/buffalo/2014/A,VNM,buffalo,2014,A,ASIA,Sea-97,#C3BEE0,Pool1
OK205902/VNM/cattle/2014/A,VNM,cattle,2014,A,ASIA,Sea-97,#C3BFE0,Pool1
OK205903/VNM/pig/2014/A,VNM,pig,2014,A,ASIA,Sea-97,#C3BFE1,Pool1
OK205904/VNM/cattle/2014/A,VNM,cattle,2014,A,ASIA,Sea-97,#C8C3E5,Pool1
OK205905/VNM/cattle/2014/A,VNM,cattle,2014,A,ASIA,Sea-97,#B8B3D7,Pool1
OK205906/VNM/cattle/2013/A,VNM,cattle,2013,A,ASIA,Sea-97,#C7C3E4,Pool1
OK205907/VNM/cattle/2014/A,VNM,cattle,2014,A,ASIA,Sea-97,#C2BDDF,Pool1
OK318499/VNM/cattle/2016/A,VNM,cattle,2016,A,ASIA,Sea-97,#C6C1E3,Pool1
OK318500/VNM/cattle/2017/A,VNM,cattle,2017,A,ASIA,Sea-97,#CECAEA,Pool1
OK318501/VNM/cattle/2019/A,VNM,cattle,2019,A,ASIA,Sea-97,#C2BEE0,Pool1
OK318502/VNM/cattle/2019/A,VNM,cattle,2019,A,ASIA,Sea-97,#BBB7DA,Pool1
OK318503/VNM/cattle/2019/A,VNM,cattle,2019,A,ASIA,Sea-97,#BCB7DA,Pool1
OK318504/VNM/cattle/2019/A,VNM,cattle,2019,A,ASIA,Sea-97,#BBB7DA,Pool1
OK318505/VNM/cattle/2019/A,VNM,cattle,2019,A,ASIA,Sea-97,#BCB7DA,Pool1
OK318506/VNM/cattle/2019/A,VNM,cattle,2019,A,ASIA,Sea-97,#BBB6D9,Pool1
OK318507/VNM/cattle/2019/A,VNM,cattle,2019,A,ASIA,Sea-97,#BBB6D9,Pool1
OK318508/VNM/cattle/2019/A,VNM,cattle,2019,A,ASIA,Sea-97,#BAB6D9,Pool1
OK318509/VNM/cattle/2019/A,VNM,cattle,2019,A,ASIA,Sea-97,#BAB5D9,Pool1
OK318510/VNM/cattle/2019/A,VNM,cattle,2019,A,ASIA,Sea-97,#BAB5D8,Pool1
OK318511/VNM/pig/2018/O,VNM,pig,2018,O,SOUTHEAST-ASIA-SEA,,#C3C334,Pool1
OK318512/VNM/pig/2018/O,VNM,pig,2018,O,SOUTHEAST-ASIA-SEA,,#C5C53A,Pool1
OK318513/VNM/pig/2018/O,VNM,pig,2018,O,CATHAY,,#B9B91B,Pool1
OK318514/VNM/cattle/2018/O,VNM,cattle,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#FEFEC6,Pool1
OK318515/VNM/pig/2018/O,VNM,pig,2018,O,CATHAY,,#B9B91C,Pool1
OK318516/VNM/cattle/2018/O,VNM,cattle,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#FDFDC5,Pool1
OK318517/VNM/cattle/2018/O,VNM,cattle,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#FDFDC4,Pool1
OK318518/VNM/goat/2018/O,VNM,goat,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#FCFCC3,Pool1
OK318519/VNM/cattle/2018/O,VNM,cattle,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#FCFCC1,Pool1
OK318520/VNM/pig/2018/O,VNM,pig,2018,O,SOUTHEAST-ASIA-SEA,,#C6C63D,Pool1
OK318521/VNM/pig/2018/O,VNM,pig,2018,O,CATHAY,,#B8B81A,Pool1
OK318522/VNM/pig/2018/O,VNM,pig,2018,O,SOUTHEAST-ASIA-SEA,,#C6C63B,Pool1
OK318523/VNM/pig/2018/O,VNM,pig,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#F8F8B9,Pool1
OK318524/VNM/pig/2018/O,VNM,pig,2018,O,SOUTHEAST-ASIA-SEA,,#C4C438,Pool1
OK318525/VNM/pig/2018/O,VNM,pig,2018,O,SOUTHEAST-ASIA-SEA,,#C4C437,Pool1
OK318526/VNM/buffalo/2018/O,VNM,buffalo,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#F8F8B8,Pool1
OK318527/VNM/pig/2018/O,VNM,pig,2018,O,SOUTHEAST-ASIA-SEA,,#C5C53A,Pool1
OK318528/VNM/pig/2018/O,VNM,pig,2018,O,SOUTHEAST-ASIA-SEA,,#C5C539,Pool1
OK318529/VNM/pig/2018/O,VNM,pig,2018,O,SOUTHEAST-ASIA-SEA,,#C5C53A,Pool1
OK318530/VNM/pig/2018/O,VNM,pig,2018,O,SOUTHEAST-ASIA-SEA,,#C5C539,Pool1
OK318531/VNM/pig/2018/O,VNM,pig,2018,O,SOUTHEAST-ASIA-SEA,,#C5C53B,Pool1
OK318532/VNM/pig/2018/O,VNM,pig,2018,O,SOUTHEAST-ASIA-SEA,,#C4C437,Pool1
OK318533/VNM/pig/2019/O,VNM,pig,2019,O,SOUTHEAST-ASIA-SEA,,#C7C73E,Pool1
OK318534/VNM/pig/2019/O,VNM,pig,2019,O,SOUTHEAST-ASIA-SEA,,#C4C438,Pool1
OK318535/VNM/pig/2019/O,VNM,pig,2019,O,CATHAY,,#B9B91B,Pool1
OK318536/VNM/cattle/2018/O,VNM,cattle,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#FCFCC2,Pool1
OK318537/VNM/pig/2019/O,VNM,pig,2019,O,SOUTHEAST-ASIA-SEA,,#C2C232,Pool1
OK318538/VNM/pig/2019/O,VNM,pig,2019,O,SOUTHEAST-ASIA-SEA,,#C5C538,Pool1
OK318539/VNM/pig/2019/O,VNM,pig,2019,O,SOUTHEAST-ASIA-SEA,,#C7C73F,Pool1
OK318540/VNM/pig/2019/O,VNM,pig,2019,O,SOUTHEAST-ASIA-SEA,,#C7C73E,Pool1
OK318541/VNM/pig/2019/O,VNM,pig,2019,O,SOUTHEAST-ASIA-SEA,,#C7C73E,Pool1
OK318542/VNM/pig/2019/O,VNM,pig,2019,O,SOUTHEAST-ASIA-SEA,,#C4C436,Pool1
OK318543/VNM/pig/2019/O,VNM,pig,2019,O,SOUTHEAST-ASIA-SEA,,#C6C63C,Pool1
OK318544/VNM/cattle/2018/O,VNM,cattle,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#FAFABD,Pool1
OK318545/VNM/cattle/2018/O,VNM,cattle,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#FBFBBE,Pool1
OK318546/VNM/buffalo/2017/O,VNM,buffalo,2017,O,SOUTHEAST-ASIA-SEA,Mya-98,#BFBF2B,Pool1
OK318547/VNM/cattle/2017/O,VNM,cattle,2017,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#FBFBBE,Pool1
OK318548/VNM/buffalo/2017/O,VNM,buffalo,2017,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#FEFEC6,Pool1
OK318549/VNM/cattle/2017/O,VNM,cattle,2017,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#F5F5B0,Pool1
OK318550/VNM/cattle/2017/O,VNM,cattle,2017,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#F5F5B1,Pool1
OK318551/VNM/cattle/2016/O,VNM,cattle,2016,O,SOUTHEAST-ASIA-SEA,Mya-98,#BFBF2B,Pool1
OM022642/NER/cattle/2018/O,NER,cattle,2018,O,EAST-AFRICA-3-EA-3,,#BCBC24,Pool5
OM022643/NER/cattle/2017/O,NER,cattle,2017,O,EAST-AFRICA-3-EA-3,,#BCBC23,Pool5
OM022644/NER/cattle/2017/O,NER,cattle,2017,O,EAST-AFRICA-3-EA-3,,#BCBC23,Pool5
OM022646/NER/cattle/2017/O,NER,cattle,2017,O,EAST-AFRICA-3-EA-3,,#BCBC23,Pool5
OM022648/NER/cattle/2017/O,NER,cattle,2017,O,EAST-AFRICA-3-EA-3,,#BCBC24,Pool5
OM022649/NER/cattle/2017/O,NER,cattle,2017,O,EAST-AFRICA-3-EA-3,,#BCBC24,Pool5
OM160610/TUN/cattle/2014/O,TUN,cattle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DADA6D,Unknown
OM160611/TUN/cattle/2014/O,TUN,cattle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DADA6D,Unknown
OM160612/TUN/cattle/2014/O,TUN,cattle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#D9D96B,Unknown
OM160613/TUN/cattle/2014/O,TUN,cattle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#D9D96B,Unknown
OM160614/TUN/cattle/2014/O,TUN,cattle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DBDB6F,Unknown
OM160615/TUN/cattle/2014/O,TUN,cattle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#D9D96B,Unknown
OM160616/TUN/cattle/2014/O,TUN,cattle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DADA6C,Unknown
OM160617/TUN/cattle/2014/O,TUN,cattle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DBDB6F,Unknown
OM160618/TUN/cattle/2014/O,TUN,cattle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#D9D96C,Unknown
OM160619/TUN/cattle/2014/O,TUN,cattle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#D9D96C,Unknown
OM160620/TUN/cattle/2014/O,TUN,cattle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#D9D96A,Unknown
OM160621/DZA/cattle/2014/O,DZA,cattle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DADA6E,Unknown
OM160622/DZA/cattle/2014/O,DZA,cattle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DADA6E,Unknown
OM160623/DZA/cattle/2014/O,DZA,cattle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DADA6E,Unknown
OM160624/DZA/cattle/2014/O,DZA,cattle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#DADA6D,Unknown
OM160625/DZA/sheep/2015/O,DZA,sheep,2015,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,#D9D96B,Unknown
OM455465/PAK/buffalo/2012/A,PAK,buffalo,2012,A,ASIA,Iran-05,#A5A0C6,Pool3
OM455466/PAK/buffalo/2012/A,PAK,buffalo,2012,A,ASIA,Iran-05,#A5A0C6,Pool3
OM455467/PAK/buffalo/2012/A,PAK,buffalo,2012,A,ASIA,Iran-05,#A9A4C9,Pool3
OM455468/PAK/buffalo/2012/A,PAK,buffalo,2012,A,ASIA,Iran-05,#A6A1C7,Pool3
OM455469/PAK/buffalo/2012/A,PAK,buffalo,2012,A,ASIA,Iran-05,#A8A3C9,Pool3
OM455470/PAK/buffalo/2012/A,PAK,buffalo,2012,A,ASIA,Iran-05,#A9A4CA,Pool3
OM455471/PAK/buffalo/2012/A,PAK,buffalo,2012,A,ASIA,Iran-05,#A9A4C9,Pool3
OM455472/PAK/buffalo/2012/A,PAK,buffalo,2012,A,ASIA,Iran-05,#A6A1C7,Pool3
OM455473/PAK/buffalo/2012/A,PAK,buffalo,2012,A,ASIA,Iran-05,#A9A4C9,Pool3
OM455474/PAK/buffalo/2012/A,PAK,buffalo,2012,A,ASIA,Iran-05,#A7A2C7,Pool3
OM455475/PAK/buffalo/2012/A,PAK,buffalo,2012,A,ASIA,Iran-05,#A6A1C7,Pool3
OM455476/PAK/buffalo/2012/A,PAK,buffalo,2012,A,ASIA,Iran-05,#A5A0C6,Pool3
OM455477/PAK/buffalo/2012/A,PAK,buffalo,2012,A,ASIA,Iran-05,#A7A2C8,Pool3
OM455478/PAK/buffalo/2012/A,PAK,buffalo,2012,A,ASIA,Iran-05,#A7A2C8,Pool3
OM455479/PAK/cattle/2012/A,PAK,cattle,2012,A,ASIA,Iran-05,#A8A3C9,Pool3
OM455480/PAK/cattle/2008/A,PAK,cattle,2008,A,ASIA,Iran-05,#ABA6CB,Pool3
OM455481/PAK/buffalo/2012/A,PAK,buffalo,2012,A,ASIA,Iran-05,#A5A0C6,Pool3
OM455482/PAK/cattle/2009/A,PAK,cattle,2009,A,ASIA,Iran-05,#AAA5CB,Pool3
OM455483/PAK/cattle/2012/A,PAK,cattle,2012,A,ASIA,Iran-05,#A7A2C8,Pool3
OM455484/PAK/buffalo/2012/A,PAK,buffalo,2012,A,ASIA,Iran-05,#A8A3C8,Pool3
OM456128/PAK/buffalo/2012/O,PAK,buffalo,2012,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E1E17F,Pool3
OM456129/PAK/buffalo/2012/O,PAK,buffalo,2012,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E1E17F,Pool3
OM456130/PAK/buffalo/2012/O,PAK,buffalo,2012,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E1E17F,Pool3
OM456131/PAK/buffalo/2012/O,PAK,buffalo,2012,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E1E180,Pool3
OM456132/PAK/buffalo/2012/O,PAK,buffalo,2012,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E1E17F,Pool3
OM456133/PAK/cattle/2012/O,PAK,cattle,2012,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E2E281,Pool3
OM456134/PAK/cattle/2012/O,PAK,cattle,2012,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E2E280,Pool3
OM456135/PAK/cattle/2012/O,PAK,cattle,2012,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E1E180,Pool3
OM456136/PAK/buffalo/2012/O,PAK,buffalo,2012,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E5E588,Pool3
OM456137/PAK/cattle/2012/O,PAK,cattle,2012,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E0E07C,Pool3
OM456138/PAK/buffalo/2009/O,PAK,buffalo,2009,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E0E07D,Pool3
OM456139/PAK/buffalo/2011/O,PAK,buffalo,2011,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E2E281,Pool3
OM456140/PAK/buffalo/2011/O,PAK,buffalo,2011,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E0E07D,Pool3
OM456141/PAK/buffalo/2011/O,PAK,buffalo,2011,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E0E07D,Pool3
OM456142/PAK/buffalo/2011/O,PAK,buffalo,2011,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E0E07D,Pool3
OM456143/PAK/buffalo/2012/O,PAK,buffalo,2012,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E2E280,Pool3
OM456144/PAK/cattle/2010/O,PAK,cattle,2010,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E1E17E,Pool3
OM456145/PAK/buffalo/2010/O,PAK,buffalo,2010,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E1E17E,Pool3
OM456146/PAK/cattle/2010/O,PAK,cattle,2010,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E1E17E,Pool3
OM456147/PAK/cattle/2011/O,PAK,cattle,2011,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E2E282,Pool3
OM456148/PAK/buffalo/2012/O,PAK,buffalo,2012,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E2E281,Pool3
OM456149/PAK/cattle/2012/O,PAK,cattle,2012,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E2E281,Pool3
OM456150/PAK/buffalo/2010/O,PAK,buffalo,2010,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E2E282,Pool3
OM471610/PAK/buffalo/2011/Asia1,PAK,buffalo,2011,Asia1,ASIA,,#93DACE,Pool3
OM471611/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#74C0B4,Pool3
OM471612/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#97DED1,Pool3
OM471613/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#87D0C4,Pool3
OM471614/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#89D2C6,Pool3
OM471615/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#78C4B7,Pool3
OM471616/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#86D0C3,Pool3
OM471617/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#92DACD,Pool3
OM471618/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#9FE4D8,Pool3
OM471619/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#9CE2D5,Pool3
OM471620/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#95DCCF,Pool3
OM471621/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#9AE0D3,Pool3
OM471622/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#9BE1D5,Pool3
OM471623/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#9EE3D7,Pool3
OM471624/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#9DE2D6,Pool3
OM471625/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#98DED2,Pool3
OM471626/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#96DDD1,Pool3
OM471627/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#96DCD0,Pool3
OM471628/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#9AE0D4,Pool3
OM471629/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#99DFD3,Pool3
OM471630/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#76C2B6,Pool3
