Genbank accession,Year,Country,Host,Isolate,Strain,Serotype,Topotype,Lineage,pool,Reference Title,Isolation source
OQ557396,1991,ETH,cattle,ETH/2/91,,SAT2,XIV,,Pool4,Genome sequences of SAT 2 foot-and-mouth disease viruses belonging to topotype XIV,Not found
OQ457195,2020,NER,cattle,NIG-PL-178-PLBK-033GF-2020,,O,EAST-AFRICA-3-EA-3,,Pool5,Direct Submission,epithelial tissue
OQ457194,2020,NER,cattle,NIG-PL-175-PLBK-030GF-2020,,O,EAST-AFRICA-3-EA-3,,Pool5,Direct Submission,epithelial tissue
OQ457193,2020,NER,cattle,NIG-PL-174-PLJN-029GF-2020,,O,EAST-AFRICA-3-EA-3,,Pool5,Direct Submission,epithelial tissue
OQ457192,2020,NER,cattle,NIG-PL-173-PLJN-028GF-2020,,O,EAST-AFRICA-3-EA-3,,Pool5,Direct Submission,epithelial tissue
OQ457191,2020,NER,cattle,NIG-PL-172-PLJN-027GF-2020,,O,EAST-AFRICA-3-EA-3,,Pool5,Direct Submission,epithelial tissue
OQ457189,2020,NER,cattle,NIG-PL-169-PLJN-024GF-2020,,O,EAST-AFRICA-3-EA-3,,Pool5,Direct Submission,epithelial tissue
OQ457188,2020,NER,cattle,NIG-PL-168-PLJN-023GF-2020,,O,EAST-AFRICA-3-EA-3,,Pool5,Direct Submission,epithelial tissue
OQ457186,2020,NER,cattle,NIG-PL-165-PLJN-0120GF-2020,,O,EAST-AFRICA-3-EA-3,,Pool5,Direct Submission,epithelial tissue
OQ457185,2020,NER,cattle,NIG-PL-164-PLJE-019GF-2020,,O,EAST-AFRICA-3-EA-3,,Pool5,Direct Submission,epithelial tissue
OQ457184,2020,NER,cattle,NIG-PL-162-PLJE-017GF-2020,,O,EAST-AFRICA-3-EA-3,,Pool5,Direct Submission,epithelial tissue
OQ745961,2016,THA,cattle,A/TAI/NP05/2016,,A,ASIA,Sea-97,Pool1,The Application of the Gibson Assembly Method in the Production of Two pKLS3 Vector-Derived Infectious Clones of Foot-and-Mouth Disease Virus,Not found
OQ401874,2020,NER,cattle,NIG-PL-157-PLBL-012GF-2020,,SAT2,VII,,Pool5,Direct Submission,epithelial tissue
OQ401873,2020,NER,cattle,NIG-PL-156-PLBL-011GF-2020,,SAT2,VII,,Pool5,Direct Submission,epithelial tissue
OQ401872,2020,NER,cattle,NIG-PL-155-PLBL-010GF-2020,,SAT2,VII,,Pool5,Direct Submission,epithelial tissue
OQ401871,2020,NER,cattle,NIG-PL-154-PLBL-009GF-2020,,SAT2,VII,,Pool5,Direct Submission,epithelial tissue
OQ401869,2020,NER,cattle,NIG-PL-152-PLBL-007GF-2020,,SAT2,VII,,Pool5,Direct Submission,epithelial tissue
OQ401868,2020,NER,cattle,NIG-PL-151-PLBL-006GF-2020,,SAT2,VII,,Pool5,Direct Submission,epithelial tissue
OQ401867,2020,NER,cattle,NIG-PL-149-PLBL-004GF-2020,,SAT2,VII,,Pool5,Direct Submission,epithelial tissue
OQ401866,2020,NER,cattle,NIG-PL-148-PLBL-003GF-2020,,SAT2,VII,,Pool5,Direct Submission,epithelial tissue
OQ401865,2020,NER,cattle,NIG-PL-147-PLBL-002GF-2020,,SAT2,VII,,Pool5,Direct Submission,epithelial tissue
LC771233,2023,IRQ,water-buffalo,BASRAHB1,,A,AFRICA,,Pool3,Foot-and-mouth disease virus,tongue epithelium of Bubalus bubalis
LC770123,2023,IRQ,cattle,BASRAH1C,,SAT1,VII-EAST-AFRICA-2-EA-2,,Pool3,"Foot-and-mouth disease virus BASRHA 1 isolate, complete genome",tongue epithelium
OP957418,2021,BGD,cattle,BAN/MY/My-466/2021,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,Pool2,Genome Sequence of Foot-and-Mouth Disease Virus Subtype O/ME-SA/2018/MYMBD21 Isolated from Cattle in Bangladesh,tongue epithelium
ON868623,2017,VNM,pig,O/VIT/17-19073/2017,,O,CATHAY,,Pool1,Direct Submission,epithelial tissue
ON868622,2017,VNM,pig,O/VIT/17-17547/2017,,O,CATHAY,,Pool1,Direct Submission,epithelial tissue
ON868620,2019,VNM,pig,O/VIT/19F-70/2019,,O,SOUTHEAST-ASIA-SEA,,Pool1,Direct Submission,epithelial tissue
ON868619,2019,VNM,pig,O/VIT/19F-48/2019,,O,SOUTHEAST-ASIA-SEA,,Pool1,Direct Submission,epithelial tissue
ON868618,2019,VNM,pig,O/VIT/19-6734/2019,,O,SOUTHEAST-ASIA-SEA,,Pool1,Direct Submission,epithelial tissue
ON868617,2019,VNM,pig,O/VIT/19F-50/2019,,O,SOUTHEAST-ASIA-SEA,,Pool1,Direct Submission,epithelial tissue
ON868616,2018,VNM,pig,O/VIT/18-993.4/2018,,O,SOUTHEAST-ASIA-SEA,,Pool1,Direct Submission,epithelial tissue
ON868615,2018,VNM,pig,O/VIT/18F287/2018,,O,SOUTHEAST-ASIA-SEA,,Pool1,Direct Submission,epithelial tissue
ON868614,2019,VNM,pig,O/VIT/19-5849/2019,,O,SOUTHEAST-ASIA-SEA,,Pool1,Direct Submission,epithelial tissue
ON868613,2019,VNM,pig,O/VIT/19F20/2019,,O,SOUTHEAST-ASIA-SEA,,Pool1,Direct Submission,epithelial tissue
ON868612,2019,VNM,pig,O/VIT/19F-63/2019,,O,SOUTHEAST-ASIA-SEA,,Pool1,Direct Submission,epithelial tissue
ON868611,2018,VNM,pig,O/VIT/18F261/2018,,O,SOUTHEAST-ASIA-SEA,,Pool1,Direct Submission,epithelial tissue
ON868610,2019,VNM,pig,O/VIT/19F-69/2019,,O,SOUTHEAST-ASIA-SEA,,Pool1,Direct Submission,epithelial tissue
ON868609,2019,VNM,pig,O/VIT/19F-66/2019,,O,SOUTHEAST-ASIA-SEA,,Pool1,Direct Submission,epithelial tissue
ON868608,2019,VNM,pig,O/VIT/19F38/2019,,O,SOUTHEAST-ASIA-SEA,,Pool1,Direct Submission,epithelial tissue
ON868607,2019,VNM,pig,O/VIT/19F30/2019,,O,SOUTHEAST-ASIA-SEA,,Pool1,Direct Submission,epithelial tissue
ON868606,2019,VNM,pig,O/VIT/19F33/2019,,O,SOUTHEAST-ASIA-SEA,,Pool1,Direct Submission,epithelial tissue
ON868605,2019,VNM,pig,O/VIT/19F-57/2019,,O,SOUTHEAST-ASIA-SEA,,Pool1,Direct Submission,epithelial tissue
ON868604,2018,VNM,pig,O/VIT/18-1001.1/2018,,O,SOUTHEAST-ASIA-SEA,,Pool1,Direct Submission,epithelial tissue
ON868603,2018,VNM,pig,O/VIT/18F238/2018,,O,SOUTHEAST-ASIA-SEA,,Pool1,Direct Submission,epithelial tissue
ON868602,2019,VNM,pig,O/VIT/19F23/2019,,O,SOUTHEAST-ASIA-SEA,,Pool1,Direct Submission,epithelial tissue
ON868601,2018,VNM,pig,O/VIT/18F289/2018,,O,SOUTHEAST-ASIA-SEA,,Pool1,Direct Submission,epithelial tissue
ON868600,2018,VNM,pig,O/VIT/18F292/2018,,O,SOUTHEAST-ASIA-SEA,,Pool1,Direct Submission,epithelial tissue
ON868599,2019,VNM,pig,O/VIT/19F36/2019,,O,SOUTHEAST-ASIA-SEA,,Pool1,Direct Submission,epithelial tissue
ON868598,2018,VNM,pig,O/VIT/18-27409/2018,,O,SOUTHEAST-ASIA-SEA,,Pool1,Direct Submission,epithelial tissue
ON868597,2019,VNM,pig,O/VIT/19-6521/2019,,O,SOUTHEAST-ASIA-SEA,,Pool1,Direct Submission,epithelial tissue
ON868596,2018,VNM,pig,O/VIT/18CD-1933.1/2018,,O,SOUTHEAST-ASIA-SEA,,Pool1,Direct Submission,epithelial tissue
ON868595,2018,VNM,pig,O/VIT/18F271/2018,,O,SOUTHEAST-ASIA-SEA,,Pool1,Direct Submission,epithelial tissue
ON868594,2019,VNM,pig,O/VIT/19F43/2019,,O,SOUTHEAST-ASIA-SEA,,Pool1,Direct Submission,epithelial tissue
ON868593,2018,VNM,pig,O/VIT/18-27160/2018,,O,SOUTHEAST-ASIA-SEA,,Pool1,Direct Submission,epithelial tissue
ON868592,2018,VNM,pig,O/VIT/18-962.1/2018,,O,SOUTHEAST-ASIA-SEA,,Pool1,Direct Submission,epithelial tissue
ON868591,2019,VNM,pig,O/VIT/19-4183/2019,,O,SOUTHEAST-ASIA-SEA,,Pool1,Direct Submission,epithelial tissue
ON868590,2019,VNM,pig,O/VIT/19-1446/2019,,O,SOUTHEAST-ASIA-SEA,,Pool1,Direct Submission,epithelial tissue
ON868589,2019,VNM,pig,O/VIT/19-1443/2019,,O,SOUTHEAST-ASIA-SEA,,Pool1,Direct Submission,epithelial tissue
ON868579,2017,VNM,cow,O/VIT/17-15223/2017,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,Pool1,Direct Submission,epithelial tissue
ON868557,2018,VNM,water-buffalo,O/VIT/18-11786/2018,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,Pool1,Direct Submission,epithelial tissue
ON868552,2019,VNM,pig,O/VIT/19-4196/2019,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,Pool1,Direct Submission,epithelial tissue
ON868549,2018,VNM,cow,O/VIT/18-2570/2018,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,Pool1,Direct Submission,epithelial tissue
ON868547,2018,VNM,cow,O/VIT/18-9129/2018,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,Pool1,Direct Submission,epithelial tissue
ON868542,2018,VNM,pig,O/VIT/18-3334/2018,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,Pool1,Direct Submission,epithelial tissue
ON868528,2018,VNM,pig,O/VIT/18-5835/2018,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,Pool1,Direct Submission,epithelial tissue
ON868521,2018,VNM,pig,O/VIT/18-5822/2018,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,Pool1,Direct Submission,epithelial tissue
ON557390,2015,ZMB,cow,ZAM/3/2015,,SAT3,I-SOUTHEAST-ZIMBABWE-SEZ,,Pool6,Zambian foot-and-mouth disease virus genome sequences,Not found
OP751924,2022,IDN,cattle,VSN LPG002 2022,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,,Direct Submission,body fluid
ON784047,2015,UGA,cow,V04667,,O,EAST-AFRICA-2-EA-2,,Pool4,"Complete Genome Sequences of twelve Foot-and-Mouth Disease Viruses of#Serotype O, Isolated from Cattle in Eastern and Northern Uganda between#2014 and 2017",cell culture supernatant
ON784046,2015,UGA,cow,V04666,,O,EAST-AFRICA-2-EA-2,,Pool4,"Complete Genome Sequences of twelve Foot-and-Mouth Disease Viruses of#Serotype O, Isolated from Cattle in Eastern and Northern Uganda between#2014 and 2017",cell culture supernatant
ON784045,2015,UGA,cow,V04665,,O,EAST-AFRICA-2-EA-2,,Pool4,"Complete Genome Sequences of twelve Foot-and-Mouth Disease Viruses of#Serotype O, Isolated from Cattle in Eastern and Northern Uganda between#2014 and 2017",cell culture supernatant
ON736860,2015,UGA,cow,ALB _F2_004_P,,O,EAST-AFRICA-2-EA-2,,Pool4,"Complete Genome Sequences of twelve Foot-and-Mouth Disease Viruses of#Serotype O, Isolated from Cattle in Eastern and Northern Uganda between#2014 and 2017",cell culture supernatant
OM863583,2013,KEN,cattle,KEN/4/2013,,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4,Direct Submission,Not found
OM863582,2010,KEN,cattle,KEN/80/2010,,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4,Direct Submission,Not found
OM863581,2012,KEN,cattle,KEN/5/2012,,A,AFRICA,,Pool4,Direct Submission,Not found
OM863580,2012,EGY,cattle,EGY/18/2012,,A,AFRICA,,Pool3/Pool4,Direct Submission,Not found
LC729872,2016,THA,pig,O/TAI/317-3/2016,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,Pool1,"Genome sequences of three foot-and-mouth disease virus O/ME-SA/Ind-2001e isolates obtained from Thailand, 2016",Not found
LC729871,2016,THA,cow,O/TAI/315/2016,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,Pool1,"Genome sequences of three foot-and-mouth disease virus O/ME-SA/Ind-2001e isolates obtained from Thailand, 2016",Not found
LC729870,2016,THA,cow,O/TAI/269-2/2016,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,Pool1,"Genome sequences of three foot-and-mouth disease virus O/ME-SA/Ind-2001e isolates obtained from Thailand, 2016",Not found
OP585403,2022,IDN,cattle,ISA/1/2022,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,,Genome sequence of a foot-and-mouth disease virus detected in Indonesia in 2022,Not found
OM160625,2015,DZA,sheep,,O/ALG/1/2015,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,,Characterization of the O/ME-SA/Ind-2001d foot-and-mouth disease virus epidemic recorded in the Maghreb during 2014-15,vesicular epithelium
OM160624,2014,DZA,cattle,,O/ALG/5/2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,,Characterization of the O/ME-SA/Ind-2001d foot-and-mouth disease virus epidemic recorded in the Maghreb during 2014-15,tissue debris
OM160623,2014,DZA,cattle,,O/ALG/3/2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,,Characterization of the O/ME-SA/Ind-2001d foot-and-mouth disease virus epidemic recorded in the Maghreb during 2014-15,vesicular epithelium
OM160622,2014,DZA,cattle,,O/ALG/2/2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,,Characterization of the O/ME-SA/Ind-2001d foot-and-mouth disease virus epidemic recorded in the Maghreb during 2014-15,vesicular epithelium
OM160621,2014,DZA,cattle,,O/ALG/1/2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,,Characterization of the O/ME-SA/Ind-2001d foot-and-mouth disease virus epidemic recorded in the Maghreb during 2014-15,vesicular epithelium
OM160620,2014,TUN,cattle,,O/TUN/14/2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,,Characterization of the O/ME-SA/Ind-2001d foot-and-mouth disease virus epidemic recorded in the Maghreb during 2014-15,vesicular epithelium
OM160619,2014,TUN,cattle,,O/TUN/13/2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,,Characterization of the O/ME-SA/Ind-2001d foot-and-mouth disease virus epidemic recorded in the Maghreb during 2014-15,vesicular epithelium
OM160618,2014,TUN,cattle,,O/TUN/12/2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,,Characterization of the O/ME-SA/Ind-2001d foot-and-mouth disease virus epidemic recorded in the Maghreb during 2014-15,vesicular epithelium
OM160617,2014,TUN,cattle,,O/TUN/11/2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,,Characterization of the O/ME-SA/Ind-2001d foot-and-mouth disease virus epidemic recorded in the Maghreb during 2014-15,vesicular epithelium
OM160616,2014,TUN,cattle,,O/TUN/10/2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,,Characterization of the O/ME-SA/Ind-2001d foot-and-mouth disease virus epidemic recorded in the Maghreb during 2014-15,vesicular epithelium
OM160615,2014,TUN,cattle,,O/TUN/9/2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,,Characterization of the O/ME-SA/Ind-2001d foot-and-mouth disease virus epidemic recorded in the Maghreb during 2014-15,vesicular epithelium
OM160614,2014,TUN,cattle,,O/TUN/8/2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,,Characterization of the O/ME-SA/Ind-2001d foot-and-mouth disease virus epidemic recorded in the Maghreb during 2014-15,vesicular epithelium
OM160613,2014,TUN,cattle,,O/TUN/7/2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,,Characterization of the O/ME-SA/Ind-2001d foot-and-mouth disease virus epidemic recorded in the Maghreb during 2014-15,vesicular epithelium
OM160612,2014,TUN,cattle,,O/TUN/6/2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,,Characterization of the O/ME-SA/Ind-2001d foot-and-mouth disease virus epidemic recorded in the Maghreb during 2014-15,vesicular epithelium
OM160611,2014,TUN,cattle,,O/TUN/5/2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,,Characterization of the O/ME-SA/Ind-2001d foot-and-mouth disease virus epidemic recorded in the Maghreb during 2014-15,vesicular epithelium
OM160610,2014,TUN,cattle,,O/TUN/3/2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,,Characterization of the O/ME-SA/Ind-2001d foot-and-mouth disease virus epidemic recorded in the Maghreb during 2014-15,vesicular epithelium
OM456150,2010,PAK,buffalo,O/PAK/SHL/16/2010,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,Pool3,Direct Submission,Not found
OM456149,2012,PAK,cattle,O/PAK/SGD/176/2012,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,Pool3,Direct Submission,Not found
OM456148,2012,PAK,buffalo,O/PAK/SGD/168/2012,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,Pool3,Direct Submission,Not found
OM456147,2011,PAK,cattle,O/PAK/SGD/19/2011,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,Pool3,Direct Submission,Not found
OM456146,2010,PAK,cattle,O/PAK/SGD/18/2010,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,Pool3,Direct Submission,Not found
OM456145,2010,PAK,buffalo,O/PAK/SGD/17/2010,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,Pool3,Direct Submission,Not found
OM456144,2010,PAK,cattle,O/PAK/SGD/9/2010,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,Pool3,Direct Submission,Not found
OM456143,2012,PAK,buffalo,O/PAK/NSH/1/2012,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,Pool3,Direct Submission,Not found
OM456142,2011,PAK,buffalo,O/PAK/KCH/41/2011,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,Pool3,Direct Submission,Not found
OM456141,2011,PAK,buffalo,O/PAK/KCH/39/2011,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,Pool3,Direct Submission,Not found
OM456140,2011,PAK,buffalo,O/PAK/KCH/38/2011,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,Pool3,Direct Submission,Not found
OM456139,2011,PAK,buffalo,O/PAK/KCH/34/2011,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,Pool3,Direct Submission,Not found
OM456138,2009,PAK,buffalo,O/PAK/KCH/4/2009,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,Pool3,Direct Submission,Not found
OM456137,2012,PAK,cattle,O/PAK/JHG/6/2012,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,Pool3,Direct Submission,Not found
OM456136,2012,PAK,buffalo,O/PAK/ICT/254/2012,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,Pool3,Direct Submission,Not found
OM456135,2012,PAK,cattle,O/PAK/FSD/263/2012,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,Pool3,Direct Submission,Not found
OM456134,2012,PAK,cattle,O/PAK/FSD/262/2012,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,Pool3,Direct Submission,Not found
OM456133,2012,PAK,cattle,O/PAK/CKL/274/2012,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,Pool3,Direct Submission,Not found
OM455484,2012,PAK,buffalo,A/PAK/SGD/12/2012,,A,ASIA,Iran-05,Pool3,Direct Submission,Not found
OM455483,2012,PAK,cattle,A/PAK/PSH/34/2012,,A,ASIA,Iran-05,Pool3,Direct Submission,Not found
OM455482,2009,PAK,cattle,A/PAK/KCH/7/2009,,A,ASIA,Iran-05,Pool3,Direct Submission,Not found
OM455481,2012,PAK,buffalo,A/PAK/ICT/276/2012,,A,ASIA,Iran-05,Pool3,Direct Submission,Not found
OM455480,2008,PAK,cattle,A/PAK/ICT/1/2008,,A,ASIA,Iran-05,Pool3,Direct Submission,Not found
OM455479,2012,PAK,cattle,A/PAK/FSD/4/2012,,A,ASIA,Iran-05,Pool3,Direct Submission,Not found
OM471680,2012,PAK,buffalo,Asia1/PAK/SGD/179/2012,,Asia1,ASIA,,Pool3,Direct Submission,Not found
OM471679,2012,PAK,cattle,Asia1/PAK/SGD/170/2012,,Asia1,ASIA,,Pool3,Direct Submission,Not found
OM471678,2012,PAK,cattle,Asia1/PAK/SGD/171/2012,,Asia1,ASIA,,Pool3,Direct Submission,Not found
OM471677,2012,PAK,buffalo,Asia1/PAK/SGD/167/2012,,Asia1,ASIA,,Pool3,Direct Submission,Not found
OM471676,2011,PAK,cattle,Asia1/PAK/SGD/25/2011,,Asia1,ASIA,,Pool3,Direct Submission,Not found
OM471675,2011,PAK,cattle,Asia1/PAK/SGD/23/2011,,Asia1,ASIA,,Pool3,Direct Submission,Not found
OM471674,2011,PAK,cattle,Asia1/PAK/SGD/22/2011,,Asia1,ASIA,,Pool3,Direct Submission,Not found
OM471673,2012,PAK,cattle,Asia1/PAK/RYK/287/2012,,Asia1,ASIA,,Pool3,Direct Submission,Not found
OM471672,2012,PAK,cattle,Asia1/PAK/RYK/283/2012,,Asia1,ASIA,,Pool3,Direct Submission,Not found
OM471671,2012,PAK,cattle,Asia1/PAK/RYK/280/2012,,Asia1,ASIA,,Pool3,Direct Submission,Not found
OM471670,2012,PAK,buffalo,Asia1/PAK/RWP/227/2012,,Asia1,ASIA,,Pool3,Direct Submission,Not found
OM471669,2012,PAK,cattle,Asia1/PAK/MRD/66/2012,,Asia1,ASIA,,Pool3,Direct Submission,Not found
OM471668,2012,PAK,cattle,Asia1/PAK/KHT/9/2012,,Asia1,ASIA,,Pool3,Direct Submission,Not found
OM471667,2011,PAK,buffalo,Asia1/PAK/KCH/39/2011,,Asia1,ASIA,,Pool3,Direct Submission,Not found
OM471666,2011,PAK,buffalo,Asia1/PAK/KCH/38/2011,,Asia1,ASIA,,Pool3,Direct Submission,Not found
OM471665,2011,PAK,buffalo,Asia1/PAK/KCH/34/2011,,Asia1,ASIA,,Pool3,Direct Submission,Not found
OM471664,2011,PAK,buffalo,Asia1/PAK/KCH/32/2011,,Asia1,ASIA,,Pool3,Direct Submission,Not found
OM471663,2012,PAK,cattle,Asia1/PAK/KCH/17/2012,,Asia1,ASIA,,Pool3,Direct Submission,Not found
OM471662,2012,PAK,cattle,Asia1/PAK/KCH/16/2012,,Asia1,ASIA,,Pool3,Direct Submission,Not found
OM471661,2012,PAK,cattle,Asia1/PAK/JHG/5/2012,,Asia1,ASIA,,Pool3,Direct Submission,Not found
OM471660,2012,PAK,buffalo,Asia1/PAK/ICT/271/2012,,Asia1,ASIA,,Pool3,Direct Submission,Not found
