GenBankAccession,Country,Host,CollectionDate,Annotated serotype,Strain,Isolate,IsolationSource,Genotyped serotype,Topotype
LC149665,JPN,cow,2010,O,O/JPN/2010-111/2S,Unknown,Unknown,O,Unknown
LC149664,JPN,cow,2010,O,O/JPN/2010-110/5S,Unknown,Unknown,O,Unknown
LC149663,JPN,cow,2010,O,O/JPN/2010-108/5S,Unknown,Unknown,O,Unknown
LC149662,JPN,cow,2010,O,O/JPN/2010-107/5S,Unknown,Unknown,O,Unknown
LC149661,JPN,cow,2010,O,O/JPN/2010-106/4S,Unknown,Unknown,O,Unknown
LC149660,JPN,cow,2010,O,O/JPN/2010-105/2S,Unknown,Unknown,O,Unknown
LC149659,JPN,cow,2010,O,O/JPN/2010-104/2S,Unknown,Unknown,O,Unknown
LC149658,JPN,pig,2010,O,O/JPN/2010-103/1S,Unknown,Unknown,O,Unknown
LC149657,JPN,pig,2010,O,O/JPN/2010-102/2S,Unknown,Unknown,O,Unknown
LC149656,JPN,cow,2010,O,O/JPN/2010-100/5S,Unknown,Unknown,O,Unknown
LC149655,JPN,cow,2010,O,O/JPN/2010-98/1S,Unknown,Unknown,O,Unknown
LC149654,JPN,cow,2010,O,O/JPN/2010-94/5S,Unknown,Unknown,O,Unknown
LC149653,JPN,pig,2010,O,O/JPN/2010-93/2S,Unknown,Unknown,O,Unknown
LC149652,JPN,pig,2010,O,O/JPN/2010-92/3S,Unknown,Unknown,O,Unknown
LC149651,JPN,cow,2010,O,O/JPN/2010-90/5S,Unknown,Unknown,O,Unknown
LC149650,JPN,cow,2010,O,O/JPN/2010-88/5S,Unknown,Unknown,O,Unknown
LC149649,JPN,pig,2010,O,O/JPN/2010-87/1S,Unknown,Unknown,O,Unknown
LC149648,JPN,cow,2010,O,O/JPN/2010-86/1S,Unknown,Unknown,O,Unknown
LC149647,JPN,cow,2010,O,O/JPN/2010-85/1S,Unknown,Unknown,O,Unknown
LC149646,JPN,pig,2010,O,O/JPN/2010-84/1S,Unknown,Unknown,O,Unknown
LC149645,JPN,cow,2010,O,O/JPN/2010-83/2S,Unknown,Unknown,O,Unknown
LC149644,JPN,cow,2010,O,O/JPN/2010-82/1S,Unknown,Unknown,O,Unknown
LC149643,JPN,pig,2010,O,O/JPN/2010-72/3S,Unknown,Unknown,O,Unknown
LC149642,JPN,cow,2010,O,O/JPN/2010-68/3S,Unknown,Unknown,O,Unknown
LC149641,JPN,pig,2010,O,O/JPN/2010-65/3S,Unknown,Unknown,O,Unknown
LC149640,JPN,cow,2010,O,O/JPN/2010-61/1S,Unknown,Unknown,O,Unknown
LC149639,JPN,pig,2010,O,O/JPN/2010-55/1S,Unknown,Unknown,O,Unknown
LC149638,JPN,cow,2010,O,O/JPN/2010-50/1S,Unknown,Unknown,O,Unknown
LC149637,JPN,pig,2010,O,O/JPN/2010-47/3S,Unknown,Unknown,O,Unknown
LC149636,JPN,cow,2010,O,O/JPN/2010-46/3S,Unknown,Unknown,O,Unknown
LC149635,JPN,pig,2010,O,O/JPN/2010-39/2S,Unknown,Unknown,O,Unknown
LC149634,JPN,pig,2010,O,O/JPN/2010-29/4S,Unknown,Unknown,O,Unknown
LC149633,JPN,pig,2010,O,O/JPN/2010-28/2S,Unknown,Unknown,O,Unknown
LC149632,JPN,pig,2010,O,O/JPN/2010-27/3S,Unknown,Unknown,O,Unknown
LC149631,JPN,cow,2010,O,O/JPN/2010-23/2S,Unknown,Unknown,O,Unknown
LC149630,JPN,pig,2010,O,O/JPN/2010-22/3S,Unknown,Unknown,O,Unknown
LC149629,JPN,cow,2010,O,O/JPN/2010-21/3S,Unknown,Unknown,O,Unknown
LC149628,JPN,pig,2010,O,O/JPN/2010-18/3S,Unknown,Unknown,O,Unknown
LC149627,JPN,pig,2010,O,O/JPN/2010-17/593F,Unknown,Unknown,O,Unknown
LC149626,JPN,cow,2010,O,O/JPN/2010-15/1S,Unknown,Unknown,O,Unknown
LC149625,JPN,cow,2010,O,O/JPN/2010-11/4S,Unknown,Unknown,O,Unknown
LC149624,JPN,pig,2010,O,O/JPN/2010-10/396V,Unknown,Unknown,O,Unknown
LC149623,JPN,cow,2010,O,O/JPN/2010-9/1S,Unknown,Unknown,O,Unknown
LC149622,JPN,cow,2010,O,O/JPN/2010-8/1S,Unknown,Unknown,O,Unknown
LC149621,JPN,wild-water-buffalo,2010,O,O/JPN/2010-6/1S,Unknown,Unknown,O,Unknown
LC149620,JPN,cow,2010,O,O/JPN/2010-5/6S,Unknown,Unknown,O,Unknown
LC149619,JPN,cow,2010,O,O/JPN/2010-3/2S,Unknown,Unknown,O,Unknown
LC149618,JPN,cow,2010,O,O/JPN/2010-2/5S,Unknown,Unknown,O,Unknown
LC149617,JPN,cow,2010,O,O/JPN/2010-1/14C,Unknown,Unknown,O,Unknown
KY446903,PAK,water-buffalo,2005,O,Unknown,FBD/QOL-UVAS-Pak/2005,epithelial blisters,O,Unknown
KY446902,PAK,water-buffalo,2005,A,Unknown,Hafizabad/QOL-UVAS-Pak/2005,oral blisters,A,Unknown
KY446901,PAK,water-buffalo,2006,Asia-1,Unknown,Mazbi/QOL-UVAS-Pak/2006,oral blisters,Asia1,Unknown
KY657269,VNM,pig,2015,O,O/VIT/16451DLBPP04/2015,Unknown,Unknown,O,Unknown
KY086466,KOR,pig,2016,O,O/GC/SKR/2016,Unknown,Unknown,O,Unknown
KY086465,KOR,pig,2016,O,O/GJ/SKR/2016,Unknown,Unknown,O,Unknown
KU204894,CHN,pig,2013,Unknown,Unknown,GD/CHA/JH12/2013,Unknown,O,Unknown
KU204893,CHN,pig,2013,Unknown,Unknown,HN/CHA/HK212/2013,Unknown,O,Unknown
KR401154,MMR,cattle,Unknown,O,O/MYA,O/MYA/01/1998,epithelium from clinically infected animals,O,Unknown
KR401160,KOR,cattle,Unknown,O,O/SKR,O/SKR/08/2011,epithelium from clinically infected animals,O,Unknown
KR401159,KOR,cattle,Unknown,O,O/SKR,O/SKR/06/2010,epithelium from clinically infected animals,O,Unknown
KR401158,KOR,cattle,Unknown,O,O/SKR,O/SKR/04/2010,epithelium from clinically infected animals,O,Unknown
KR401157,MMR,cattle,Unknown,O,O/MYA,O/MYA/10/2009,epithelium from clinically infected animals,O,Unknown
KR401156,MMR,cattle,Unknown,O,O/MYA,O/MYA/05/2009,epithelium from clinically infected animals,O,Unknown
KR401155,MMR,cattle,Unknown,O,O/MYA,O/MYA/05/2007,epithelium from clinically infected animals,O,Unknown
KX712091,BGD,pig,2015,O,Unknown,BAN/GO/Ka-236(Pig)/2015,vesicular lesion of feet,O,Unknown
JN099703,IRQ,cattle,2009,A,A/IRQ/09,4253,Unknown,A,Unknown
JN099702,IRQ,cattle,2009,A,A/IRQ/09,4258,Unknown,A,Unknown
JN099701,IRQ,cattle,2009,A,A/IRQ/09,4257,Unknown,A,Unknown
JN099700,IRQ,cattle,2009,A,A/IRQ/09,4256,Unknown,A,Unknown
JN099699,IRQ,cattle,2009,A,A/IRQ/09,4255,Unknown,A,Unknown
JN099698,IRQ,cattle,2009,A,A/IRQ/09,4254,Unknown,A,Unknown
JN099697,IRQ,cattle,2009,A,A/IRQ/09,4252,Unknown,A,Unknown
JN099696,IRQ,cattle,2009,A,A/IRQ/09,4247,epithelial tissue,A,Unknown
JN099695,IRQ,cattle,2009,A,A/IRQ/09,4244,epithelial tissue,A,Unknown
JN099694,IRQ,cattle,2009,A,A/IRQ/09,4240,epithelial tissue,A,Unknown
JN099693,IRQ,cattle,2009,A,A/IRQ/09,4239,epithelial tissue,A,Unknown
JN099692,IRQ,cattle,2009,A,A/IRQ/09,4238,epithelial tissue,A,Unknown
JN099691,IRQ,cattle,2009,A,A/IRQ/09,4237,tongue epithelium,A,Unknown
JN099690,IRQ,cattle,2009,A,A/IRQ/09,4236,tongue epithelium,A,Unknown
JN099689,IRQ,cattle,2009,A,A/IRQ/09,4234,tongue epithelium,A,Unknown
JN099688,IRQ,cattle,2009,A,A/IRQ/09,4235,tongue epithelium,A,Unknown
HM625677,UGA,cow,2006,O,Unknown,O/U/25/2006,Unknown,O,Unknown
HM625676,KEN,cow,1999,O,Unknown,O/K/117/1999,Unknown,O,Unknown
HM625675,KEN,cow,2000,O,Unknown,O/K/109/2000,Unknown,O,Unknown
HM625674,KEN,cow,1992,O,Unknown,O/K/52/1992,Unknown,O,Unknown
HM625673,KEN,cow,2005,O,Unknown,O/K/48/2005,Unknown,O,Unknown
KX353623,ECU,cow,2010,O,O/Ecu 2010-350,Unknown,vesicular epithelial tissue,O,Unknown
KX375417,Unknown,Unknown,Unknown,SAT 3,Unknown,SAT3/ZIM/4/1981,Unknown,SAT3,Unknown
KX162590,KOR,pig,2014,O,O/SKR/JC/2014,Unknown,Unknown,O,Unknown
KU726614,GRC,sheep,1994,O,Unknown,GRE/23/94,Unknown,O,Unknown
KU821592,ZMB,cow,2009,SAT2,Unknown,SAT2/ZAM18/2009,Unknown,SAT2,Unknown
KU821591,ZMB,cow,2010,O,Unknown,O/ZAM14/2010,Unknown,O,Unknown
KU821590,NAM,cow,2010,SAT1,Unknown,SAT1/NAM01/2010,Unknown,SAT1,Unknown
KU291242,MAR,cow,2015,O,Unknown,MOR/1/2015,Unknown,O,Unknown
KX002205,ARG,cattle,2001,A,A/Arg/01,A/ATLauquen01,Unknown,A,Unknown
KX002204,ARG,cattle,2001,A,A/Arg/01,A/AGLopez01,Unknown,A,Unknown
KX002203,ARG,cattle,2001,A,A/Arg/01,A/AAreco01,Unknown,A,Unknown
KX002202,ARG,cattle,2001,A,A/Arg/01,A/973_SL_Pede,Unknown,A,Unknown
KX002201,ARG,cattle,2001,A,A/Arg/01,A/915_SEst_Riv,Unknown,A,Unknown
KX002200,ARG,cattle,2001,A,A/Arg/01,A/820_Cor_Groca,Unknown,A,Unknown
KX002199,ARG,cattle,2001,A,A/Arg/01,A/548_LP_Guatrech,Unknown,A,Unknown
KX002198,ARG,cattle,2001,A,A/Arg/01,A/467_SFe_Irio,Unknown,A,Unknown
KX002197,ARG,cattle,2001,A,A/Arg/01,A/423_Cor_Union,Unknown,A,Unknown
KX002196,ARG,cattle,2001,A,A/Arg/01,A/39111_Cor_Gpaz,Unknown,A,Unknown
KX002195,ARG,cattle,2001,A,A/Arg/01,A/39064_SL_Ped,Unknown,A,Unknown
KX002194,ARG,cattle,2000,A,A/Arg/01,A/38950_For_Pat,Unknown,A,Unknown
KX002193,ARG,cattle,2001,A,A/Arg/01,A/258_ER_Diamante,Unknown,A,Unknown
KX002192,ARG,cattle,2001,A,A/Arg/01,A/2118_LPam_Lmahu,Unknown,A,Unknown
KX002191,ARG,cattle,2001,A,A/Arg/01,A/2107_BsAs_Merced,Unknown,A,Unknown
KX002190,ARG,cattle,2001,A,A/Arg/01,A/2084_StEst_OjoAgua,Unknown,A,Unknown
KX002189,ARG,cattle,2001,A,A/Arg/01,A/2071_LPam_Chali,Unknown,A,Unknown
KX002188,ARG,cattle,2001,A,A/Arg/01,A/2063_Cor_Ccuat,Unknown,A,Unknown
KX002187,ARG,cattle,2001,A,A/Arg/01,A/2059_BsAs_Hirig,Unknown,A,Unknown
KX002186,ARG,cattle,2001,A,A/Arg/01,A/2027_Cor_Col,Unknown,A,Unknown
KX002185,ARG,cattle,2001,A,A/Arg/01,A/2026_Tuc_Tuc,Unknown,A,Unknown
KX002184,ARG,cattle,2001,A,A/Arg/01,A/1893_longMCH,Unknown,A,Unknown
KX002183,ARG,cattle,2001,A,A/Arg/01,A/1514_LPam_HU,Unknown,A,Unknown
KX002182,ARG,cattle,2001,A,A/Arg/01,A/1452_longMCH,Unknown,A,Unknown
KX002181,ARG,cattle,2001,A,A/Arg/01,A/1441_BsAs_Lflores,Unknown,A,Unknown
KX002180,ARG,cattle,2001,A,A/Arg/01,A/1300_BS_As_Gguido,Unknown,A,Unknown
KX002179,ARG,cattle,2001,A,A/Arg/01,A/1293_BsAs_Indio,Unknown,A,Unknown
KX002178,ARG,cattle,2001,A,A/Arg/01,A/129_LPam_Capital,Unknown,A,Unknown
KX002177,ARG,cattle,2001,A,A/Arg/01,A/1185_ER_Par,Unknown,A,Unknown
KX002176,ARG,cattle,2001,A,A/Arg/01,A/1155_BsAs_MCh,Unknown,A,Unknown
KT968663,CHN,yak,2013,A,Unknown,A/HY/CHA/2013,Unknown,A,Unknown
KU127247,SAU,cattle,2015,A,Unknown,SAU/1/2015,Unknown,A,Unknown
KU360085,CHN,pig,2015,Asia l,MDV HN/CHA/06,Unknown,Unknown,Asia1,Unknown
HQ268509,VNM,Unknown,2004,Unknown,Unknown,VIT_4/2004,Unknown,A,Unknown
LC036265,JPN,cattle,2010,O,O/JPN/2010 290-1E,Unknown,Unknown,O,Unknown
KR108950,ZAF,african-buffalo,2009,SAT3,Unknown,KNP-10-90,Unknown,SAT3,Unknown
KR108949,ZAF,african-buffalo,2009,SAT2,Unknown,KNP-19-89,Unknown,SAT2,Unknown
KR108948,ZAF,african-buffalo,2009,SAT1,Unknown,KNP/196/91/1,Unknown,SAT1,Unknown
HQ832592,IND,cattle,2009,A,Unknown,IND 17/2009,Unknown,A,Unknown
HQ832591,IND,cattle,2008,A,Unknown,IND 437/2008,Unknown,A,Unknown
HQ832590,IND,cattle,2007,A,Unknown,IND 245/2007,Unknown,A,Unknown
HQ832589,IND,cattle,2006,A,Unknown,IND 109/2006,Unknown,A,Unknown
HQ832588,IND,cattle,2005,A,Unknown,IND 88/2006,Unknown,A,Unknown
HQ832587,IND,cattle,2005,A,Unknown,IND 50/2006,Unknown,A,Unknown
HQ832586,IND,Unknown,2006,A,Unknown,IND 43/2006,Unknown,A,Unknown
HQ832585,IND,Unknown,2005,A,Unknown,IND 26/2006,Unknown,A,Unknown
HQ832584,IND,cattle,2005,A,Unknown,IND 22/2006,Unknown,A,Unknown
HQ832583,IND,Unknown,2005,A,Unknown,IND 447/2005,Unknown,A,Unknown
HQ832582,IND,buffalo,2004,A,Unknown,IND 249/2004,Unknown,A,Unknown
HQ832581,IND,cattle,2004,A,Unknown,IND 64/2004,Unknown,A,Unknown
HQ832580,IND,cattle,2003,A,Unknown,IND 818/2003,Unknown,A,Unknown
HQ832579,IND,buffalo,2003,A,Unknown,IND 281/2003,Unknown,A,Unknown
HQ832578,IND,Unknown,2003,A,Unknown,IND 161/2003,Unknown,A,Unknown
HQ832577,IND,Unknown,1999,A,Unknown,IND 110/1999,Unknown,A,Unknown
HQ832576,IND,Unknown,1990,A,Unknown,IND 21/1990,Unknown,A,Unknown
KC412634,CHN,pig,2006,Asia1,Unknown,Asia1/HN/2006,Unknown,Asia1,Unknown
KT003716,PAK,water-buffalo,2005,O,Unknown,Nari/UVAS-Pak/2005,Unknown,O,Unknown
KJ608371,VNM,cattle,2013,A,A/VN/T11D/2013,Unknown,Unknown,A,Unknown
KP940474,EGY,cattle,2014,A,Unknown,FMD/A/El-Fayoum/Egypt/2014,tongue epithelium,A,Unknown
KP940473,EGY,cattle,2014,O,Unknown,FMD/O/Dakahlia/Egypt/2014,tongue epithelium,O,Unknown
KJ560309,GBR,cattle,2007,O,Unknown,O/UKG/1709/2007 (IP7),Unknown,O,Unknown
KJ560308,GBR,cattle,2007,O,Unknown,O/UKG/1704/2007 (IP7),Unknown,O,Unknown
KJ560307,GBR,cattle,2007,O,Unknown,O/UKG/1701/2007 (IP7),Unknown,O,Unknown
KJ560306,GBR,cattle,2007,O,Unknown,O/UKG/1698/2007 (IP7),Unknown,O,Unknown
KJ560305,GBR,cattle,2007,O,Unknown,O/UKG/1694/2007 (IP7),Unknown,O,Unknown
KJ560304,GBR,cattle,2007,O,Unknown,O/UKG/1693/2007 (IP7),Unknown,O,Unknown
KJ560303,GBR,cattle,2007,O,Unknown,O/UKG/1684/2007 (IP7),Unknown,O,Unknown
KJ560302,GBR,cattle,2007,O,Unknown,O/UKG/1488/2007 (IP6b),Unknown,O,Unknown
KJ560301,GBR,cattle,2007,O,Unknown,O/UKG/1485/2007 (IP6b),Unknown,O,Unknown
KJ560300,GBR,sheep,2007,O,Unknown,O/UKG/1426/2007 (IP5),Unknown,O,Unknown
KJ560299,GBR,sheep,2007,O,Unknown,O/UKG/1425/2007 (IP5),Unknown,O,Unknown
KJ560298,GBR,sheep,2007,O,Unknown,O/UKG/1419/2007 (IP5),Unknown,O,Unknown
KJ560297,GBR,sheep,2007,O,Unknown,O/UKG/1418/2007 (IP5),Unknown,O,Unknown
KJ560296,GBR,cattle,2007,O,Unknown,O/UKG/805/2007 (IP4b),Unknown,O,Unknown
KJ560295,GBR,cattle,2007,O,Unknown,O/UKG/1170/2007 (IP3c),Unknown,O,Unknown
KJ560294,GBR,cattle,2007,O,Unknown,O/UKG/650/2007 (IP3b),Unknown,O,Unknown
KJ560293,GBR,cattle,2007,O,Unknown,O/UKG/649/2007 (IP3b),Unknown,O,Unknown
KJ560292,GBR,cattle,2007,O,Unknown,O/UKG/648/2007 (IP3b),Unknown,O,Unknown
KJ560291,GBR,cattle,2007,O,Unknown,O/UKG/647/2007 (IP3b),Unknown,O,Unknown
KJ560290,GBR,cattle,2007,O,Unknown,O/UKG/645/2007 (IP3b),Unknown,O,Unknown
KJ560289,GBR,cattle,2007,O,Unknown,O/UKG/644/2007 (IP3b),Unknown,O,Unknown
KJ560288,GBR,cattle,2007,O,Unknown,O/UKG/642/2007 (IP3b),Unknown,O,Unknown
KJ560287,GBR,cattle,2007,O,Unknown,O/UKG/158/2007 (IP2c),Unknown,O,Unknown
KJ560286,GBR,cattle,2007,O,Unknown,O/UKG/132/2007 (IP2c),Unknown,O,Unknown
KJ560285,GBR,cattle,2007,O,Unknown,O/UKG/97/2007 (IP2b),Unknown,O,Unknown
KJ560284,GBR,cattle,2007,O,Unknown,O/UKG/96/2007 (IP2b),Unknown,O,Unknown
KJ560283,GBR,cattle,2007,O,Unknown,O/UKG/95/2007 (IP2b),Unknown,O,Unknown
KJ560282,GBR,cattle,2007,O,Unknown,O/UKG/94/2007 (IP2b),Unknown,O,Unknown
KJ560281,GBR,cattle,2007,O,Unknown,O/UKG/92/2007 (IP2b),Unknown,O,Unknown
KJ560280,GBR,cattle,2007,O,Unknown,O/UKG/91/2007 (IP2b),Unknown,O,Unknown
KJ560279,GBR,cattle,2007,O,Unknown,O/UKG/32/2007 (IP1b),Unknown,O,Unknown
KJ560278,GBR,cattle,2007,O,Unknown,O/UKG/13/2007 (IP1b),Unknown,O,Unknown
KJ560277,GBR,cattle,2007,O,Unknown,O/UKG/11/2007 (IP1b),Unknown,O,Unknown
KJ560276,GBR,cattle,2007,O,Unknown,O/UKG/9/2007 (IP1b),Unknown,O,Unknown
KJ825809,IND,buffalo,2013,O,Unknown,IND250(541)/2013,Unknown,O,Unknown
KJ825808,IND,cattle,2013,O,Unknown,IND141(306)/2013,Unknown,O,Unknown
KJ825807,IND,cattle,2014,O,Unknown,IND26(54)/2014,Unknown,O,Unknown
KJ825806,IND,cattle,2013,O,Unknown,IND811(1552)/2013,Unknown,O,Unknown
KJ825805,IND,cattle,2013,O,Unknown,IND341(707)/2013,Unknown,O,Unknown
KJ825804,IND,cattle,2013,O,Unknown,IND298(634)/2013,Unknown,O,Unknown
KJ825803,IND,cattle,2013,O,Unknown,IND139(302)/2013,Unknown,O,Unknown
KJ825802,IND,cattle,2013,O,Unknown,IND142(311)/2013,Unknown,O,Unknown
KJ825801,IND,cattle,2013,O,Unknown,IND142(310)/2013,Unknown,O,Unknown
KJ820999,UGA,cattle,2013,SAT 3,UGA/1/13,Unknown,Unknown,SAT3,Unknown
KJ206910,SAU,cattle,2013,O,Unknown,SAU/3/2013,Unknown,O,Unknown
KJ206909,LBY,cattle,2013,O,Unknown,LIB/2/2013,Unknown,O,Unknown
KJ206908,BTN,cattle,2013,O,Unknown,BHU/1/2013,Unknown,O,Unknown
HQ268524,BTN,Unknown,2004,Unknown,Unknown,BHU_27/2004,Unknown,O,Unknown
KM268901,ZWE,cattle,1991,SAT 3,Unknown,ZIM/6/91,Unknown,SAT3,Unknown
KM268900,TZA,cattle,2012,SAT 2,Unknown,TAN/5/2012,Unknown,SAT2,Unknown
KM268899,TZA,cattle,2012,SAT 1,Unknown,TAN/22/2012,Unknown,SAT1,Unknown
KM268898,TUR,cattle,2013,Asia 1,Unknown,TUR/13/2013,Unknown,Asia1,Unknown
KM268897,KEN,cattle,2004,C,Unknown,KEN/1/2004,Unknown,C,Unknown
KM268896,TUR,cattle,2013,A,Unknown,TUR/11/2013,Unknown,A,Unknown
KM268895,TUR,cattle,2013,O,Unknown,TUR/12/2013,Unknown,O,Unknown
KM257065,GBR,cattle,2001,O,Unknown,UKG/14597/2001,Unknown,O,Unknown
KM257064,GBR,cattle,2001,O,Unknown,UKG/4998/2001,Unknown,O,Unknown
KM257063,GBR,cattle,2001,O,Unknown,UKG/1734/2001,Unknown,O,Unknown
KM257062,GBR,cattle,2001,O,Unknown,UKG/1558/2001,Unknown,O,Unknown
KM257061,GBR,cattle,2001,O,Unknown,UKG/1450/2001,Unknown,O,Unknown
KJ933864,MYS,Unknown,1997,A,Malaysia 97,Unknown,Unknown,A,Unknown
JX869188,GBR,sheep,1968,O,Unknown,BFS 89/68,Unknown,O,Unknown
JX869187,GBR,cattle,1968,O,Unknown,BFS 86/68,Unknown,O,Unknown
JX869186,GBR,cattle,1968,O,Unknown,BFS 69/68,Unknown,O,Unknown
JX869185,GBR,cattle,1968,O,Unknown,BFS 63/68,Unknown,O,Unknown
JX869184,GBR,cattle,1968,O,Unknown,BFS 45/68,Unknown,O,Unknown
JX869183,GBR,cattle,1968,O,Unknown,BFS 41/68,Unknown,O,Unknown
JX869182,GBR,cattle,1968,O,Unknown,BFS 11/68,Unknown,O,Unknown
JX869181,GBR,cattle,1967,O,Unknown,BFS 1950,Unknown,O,Unknown
JX869180,GBR,cattle,1967,O,Unknown,BFS 1889,Unknown,O,Unknown
JX869179,GBR,cattle,1967,O,Unknown,BFS 1848,Unknown,O,Unknown
JX869178,GBR,cattle,1967,O,Unknown,BFS 1836,Unknown,O,Unknown
JX869177,GBR,cattle,1967,O,Unknown,BFS 1810A,Unknown,O,Unknown
KJ754939,BGD,cattle,2013,A,Unknown,BAN_GA_Sa-197_2013,tongue epithelial tissue,A,Unknown
KF501488,KOR,pig,2010,Unknown,Yangju-p26,Unknown,Unknown,O,Unknown
KF501487,KOR,pig,2010,Unknown,Yangju,Unknown,Unknown,O,Unknown
KF501486,KOR,pig,2010,Unknown,Andong-p23,Unknown,Unknown,O,Unknown
KC503937,KOR,Unknown,2010,Unknown,Andong,Unknown,Unknown,O,Unknown
KF985189,BGD,cattle,2013,O,Unknown,BAN/NA/Ha-156/2013,epithelial tissue,O,Unknown
KC588943,KOR,cattle,2010,A,Unknown,A/Pocheon/001/KOR/2010,Unknown,A,Unknown
KF694746,KOR,pig,2002,O,Unknown,O/S16KOR/2002,Unknown,O,Unknown
KF694745,KOR,pig,2002,O,Unknown,O/S15KOR/2002,Unknown,O,Unknown
KF694744,KOR,cow,2002,O,Unknown,O/S14KOR/2002,Unknown,O,Unknown
KF694743,KOR,pig,2002,O,Unknown,O/S13KOR/2002,Unknown,O,Unknown
KF694742,KOR,pig,2002,O,Unknown,O/S12KOR/2002,Unknown,O,Unknown
KF694741,KOR,pig,2002,O,Unknown,O/S11KOR/2002,Unknown,O,Unknown
KF694740,KOR,pig,2002,O,Unknown,O/S10KOR/2002,Unknown,O,Unknown
KF694739,KOR,pig,2002,O,Unknown,O/S09KOR/2002,Unknown,O,Unknown
KF694738,KOR,pig,2002,O,Unknown,O/S08KOR/2002,Unknown,O,Unknown
KF694737,KOR,pig,2002,O,Unknown,O/S07KOR/2002,Unknown,O,Unknown
KF694736,KOR,pig,2002,O,Unknown,O/S06KOR/2002,Unknown,O,Unknown
KF694735,KOR,pig,2002,O,Unknown,O/S05KOR/2002,Unknown,O,Unknown
KF694734,KOR,pig,2002,O,Unknown,O/S04KOR/2002,Unknown,O,Unknown
KF694733,KOR,pig,2002,O,Unknown,O/S03KOR/2002,Unknown,O,Unknown
KF694732,KOR,pig,2002,O,Unknown,O/S02KOR/2002,Unknown,O,Unknown
KF694731,KOR,pig,2002,O,Unknown,O/S01KOR/2002,Unknown,O,Unknown
KF112889,HKG,pig,2010,O,Unknown,HKN15/2010,Unknown,O,Unknown
KF112888,KOR,cattle,2011,O,Unknown,DRK/31/2011,Unknown,O,Unknown
KF112887,KOR,pig,2010,O,Unknown,SKR/5/2010,Unknown,O,Unknown
KF112886,KOR,cattle,2010,O,Unknown,SKR/4/2010,Unknown,O,Unknown
KF112885,JPN,cattle,2010,O,Unknown,JPN/1/2010,Unknown,O,Unknown
KF112884,RUS,cattle,2010,O,Unknown,RUS/Aug 2010,Unknown,O,Unknown
KF112883,RUS,pig,2010,O,Unknown,RUS/Jul 2010,Unknown,O,Unknown
KF112882,MNG,cattle,2010,O,Unknown,MOG/C-10/2010,Unknown,O,Unknown
KF112881,MNG,cattle,2010,O,Unknown,MOG/7/2010,Unknown,O,Unknown
KF112880,MMR,cattle,2009,O,Unknown,MYA/5/2009,Unknown,O,Unknown
KF112879,THA,pig,2009,O,Unknown,TAI/22/2009,Unknown,O,Unknown
KC462884,CHN,pig,2006,Asial,Unknown,Asial/HN/2006,Unknown,Asia1,Unknown
JX040501,ISR,cattle,2011,O,Unknown,ISR/2/2011,Unknown,O,Unknown
JX040500,TUR,cattle,2011,O,Unknown,TUR/27/2011,Unknown,O,Unknown
JX040499,TUR,cattle,2011,O,Unknown,TUR/8/2011,Unknown,O,Unknown
JX040498,TUR,cattle,2010,O,Unknown,TUR/1086/2010,Unknown,O,Unknown
JX040497,TUR,cattle,2010,O,Unknown,TUR/1003/2010,Unknown,O,Unknown
JX040496,TUR,cattle,2010,O,Unknown,TUR/926/2010,Unknown,O,Unknown
JX040495,TUR,cattle,2010,O,Unknown,TUR/883/2010,Unknown,O,Unknown
JX040494,TUR,cattle,2010,O,Unknown,TUR/868/2010,Unknown,O,Unknown
JX040493,TUR,cattle,2010,O,Unknown,TUR/840/2010,Unknown,O,Unknown
JX040492,TUR,cattle,2010,O,Unknown,TUR/36/2010,Unknown,O,Unknown
JX040491,TUR,cattle,2010,O,Unknown,TUR/18/2010,Unknown,O,Unknown
JX040490,BGR,cattle,2011,O,Unknown,BUL/32/2011,Unknown,O,Unknown
JX040489,BGR,cattle,2011,O,Unknown,BUL/30/2011,Unknown,O,Unknown
JX040488,BGR,cattle,2011,O,Unknown,BUL/26/2011,Unknown,O,Unknown
JX040487,BGR,cattle,2011,O,Unknown,BUL/20/2011,Unknown,O,Unknown
JX040486,BGR,cattle,2011,O,Unknown,BUL/11/2011,Unknown,O,Unknown
JX040485,BGR,pig,2010,O,Unknown,BUL/1/2010,Unknown,O,Unknown
JX066665,BGR,cattle,2011,O,Unknown,12LPN3,Unknown,O,Unknown
JX066664,BGR,cattle,2011,O,Unknown,12LPN1,Unknown,O,Unknown
JX570655,GBR,cattle,2007,O,Unknown,BFS 1860 B5.9D.V,Unknown,O,Unknown
JX570654,GBR,cattle,2007,O,Unknown,BFS 1860 B4.9D.V,Unknown,O,Unknown
JX570653,GBR,cattle,2007,O,Unknown,BFS 1860 B3.3D.V,Unknown,O,Unknown
JX570652,GBR,cattle,2007,O,Unknown,BFS 1860 B2.32D.P,Unknown,O,Unknown
JX570651,GBR,cattle,2007,O,Unknown,BFS 1860 B2.6D.P,Unknown,O,Unknown
JX570650,GBR,cattle,2007,O,Unknown,BFS 1860 B2.6D.V,Unknown,O,Unknown
JX570649,GBR,cattle,2007,O,Unknown,BFS 1860 B2.4D.P,Unknown,O,Unknown
JX570648,GBR,cattle,2007,O,Unknown,BFS 1860 B2.2D.P,Unknown,O,Unknown
