Genbank accession;Year;Country;Host;Isolate;Strain;Serotype;Topotype;Lineage;
KF694739;2002;KOR;pig;O/S09KOR/2002;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
KF694738;2002;KOR;pig;O/S08KOR/2002;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
KF694737;2002;KOR;pig;O/S07KOR/2002;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
KF694736;2002;KOR;pig;O/S06KOR/2002;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
KF694735;2002;KOR;pig;O/S05KOR/2002;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
KF694734;2002;KOR;pig;O/S04KOR/2002;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
KF694733;2002;KOR;pig;O/S03KOR/2002;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
KF694732;2002;KOR;pig;O/S02KOR/2002;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
KF694731;2002;KOR;pig;O/S01KOR/2002;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
KF112889;2010;HKG;pig;HKN15/2010;;O;SOUTHEAST-ASIA-SEA;;
KF112888;2011;KOR;cattle;DRK/31/2011;;O;SOUTHEAST-ASIA-SEA;;
KF112887;2010;KOR;pig;SKR/5/2010;;O;SOUTHEAST-ASIA-SEA;;
KF112886;2010;KOR;cattle;SKR/4/2010;;O;SOUTHEAST-ASIA-SEA;;
KF112885;2010;JPN;cattle;JPN/1/2010;;O;SOUTHEAST-ASIA-SEA;;
KF112884;2010;RUS;cattle;RUS/Aug 2010;;O;SOUTHEAST-ASIA-SEA;Mya-98;
KF112883;2010;RUS;pig;RUS/Jul 2010;;O;SOUTHEAST-ASIA-SEA;;
KF112882;2010;MNG;cattle;MOG/C-10/2010;;O;SOUTHEAST-ASIA-SEA;Mya-98;
KF112881;2010;MNG;cattle;MOG/7/2010;;O;SOUTHEAST-ASIA-SEA;Mya-98;
KF112880;2009;MMR;cattle;MYA/5/2009;;O;SOUTHEAST-ASIA-SEA;;
KF112879;2009;THA;pig;TAI/22/2009;;O;SOUTHEAST-ASIA-SEA;;
KC462884;2006;CHN;pig;Asial/HN/2006;;Asia1;ASIA;;
JX040501;2011;ISR;cattle;ISR/2/2011;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia-2;
JX040500;2011;TUR;cattle;TUR/27/2011;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia-2;
JX040499;2011;TUR;cattle;TUR/8/2011;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia-2;
JX040498;2010;TUR;cattle;TUR/1086/2010;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia-2;
JX040497;2010;TUR;cattle;TUR/1003/2010;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia-2;
JX040496;2010;TUR;cattle;TUR/926/2010;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia-2;
JX040495;2010;TUR;cattle;TUR/883/2010;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia-2;
JX040494;2010;TUR;cattle;TUR/868/2010;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia-2;
JX040493;2010;TUR;cattle;TUR/840/2010;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia-2;
JX040492;2010;TUR;cattle;TUR/36/2010;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia-2;
JX040491;2010;TUR;cattle;TUR/18/2010;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia-2;
JX040490;2011;BGR;cattle;BUL/32/2011;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia-2;
JX040489;2011;BGR;cattle;BUL/30/2011;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia-2;
JX040488;2011;BGR;cattle;BUL/26/2011;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia-2;
JX040487;2011;BGR;cattle;BUL/20/2011;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia-2;
JX040486;2011;BGR;cattle;BUL/11/2011;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia-2;
JX040485;2010;BGR;pig;BUL/1/2010;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia-2;
JX066665;2011;BGR;cattle;12LPN3;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia-2;
JX066664;2011;BGR;cattle;12LPN1;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia-2;
JX570655;2007;GBR;cattle;BFS 1860 B5.9D.V;;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
JX570654;2007;GBR;cattle;BFS 1860 B4.9D.V;;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
JX570653;2007;GBR;cattle;BFS 1860 B3.3D.V;;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
JX570652;2007;GBR;cattle;BFS 1860 B2.32D.P;;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
JX570651;2007;GBR;cattle;BFS 1860 B2.6D.P;;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
JX570650;2007;GBR;cattle;BFS 1860 B2.6D.V;;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
JX570649;2007;GBR;cattle;BFS 1860 B2.4D.P;;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
JX570648;2007;GBR;cattle;BFS 1860 B2.2D.P;;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
JX570647;2007;GBR;cattle;BFS 1860 B1.2D.V;;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
JX570646;2007;GBR;cattle;BFS 1860 A5.9D.V;;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
JX570645;2007;GBR;cattle;BFS 1860 A4.12D.V;;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
JX570644;2007;GBR;cattle;BFS 1860 A3.5D.V;;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
JX570643;2007;GBR;cattle;BFS 1860 A2.32D.P;;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
JX570642;2007;GBR;cattle;BFS 1860 A2.6D.P;;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
JX570641;2007;GBR;cattle;BFS 1860 A2.6D.V;;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
JX570640;2007;GBR;cattle;BFS 1860 A2.4D.P;;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
JX570639;2007;GBR;cattle;BFS 1860 A2.2D.P;;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
JX570638;2007;GBR;cattle;BFS 1860 A1.2D.V;;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
JX014256;2012;PSE;cattle;PAT/1/2012;;SAT2;VII;;
JX014255;2012;EGY;;EGY/9/2012;;SAT2;VII;;
JN998086;2010;CHN;cattle;;O/GZ/CHA/2010;O;SOUTHEAST-ASIA-SEA;;
JN998085;2010;CHN;pig;;O/BY/CHA/2010;O;SOUTHEAST-ASIA-SEA;;
JN006722;2008;;;A/SIN/PAK/L4/2008;;A;ASIA;Iran-05;
JN006720;2009;;;As/SIN/PAK/L2810/2009;;Asia1;ASIA;;
JN006719;2008;;;As/SIN/PAK/L5/2008;;Asia1;ASIA;;
HQ631363;2006;CHN;pig;Asia1/1/YZ/CHA/06;;Asia1;ASIA;;
HQ632774;1999;MYS;cattle;MAY/9/99;;Asia1;ASIA;;
HQ632773;2007;MYS;cattle;MAY/3/2007;;A;ASIA;Sea-97;
HQ632772;2007;MYS;cattle;MAY/7/2007;;O;SOUTHEAST-ASIA-SEA;Mya-98;
HQ632771;2005;MYS;pig;MAY/8/2005;;O;CATHAY;;
HQ632770;2004;MYS;cattle;MAY/1/2004;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia-2;
HQ632769;2001;MYS;cattle;MAY/7/2001;;O;SOUTHEAST-ASIA-SEA;Cam-94;
HQ632768;2000;MYS;pig;MAY/3/2000;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
GU582116;2009;VNM;;O/VN/YB105/2009;;O;SOUTHEAST-ASIA-SEA;Mya-98;
GU582115;2009;VNM;;O/VN/QB88/2009;;O;SOUTHEAST-ASIA-SEA;Mya-98;
FJ906802;2006;CHN;pig;;Asia1/WHN/CHA/06;Asia1;ASIA;;
GQ406252;2009;VNM;buffalo;;A/VN/20/2009;A;ASIA;Sea-97;
GQ406251;2009;VNM;pig;;A/VN/16/2009;A;ASIA;Sea-97;
GQ406250;2009;VNM;cattle;;A/VN/11/2009;A;ASIA;Sea-97;
GQ406249;2009;VNM;cattle;;A/VN/03/2009;A;ASIA;Sea-97;
GQ406248;2009;VNM;cattle;;A/VN/02/2009;A;ASIA;Sea-97;
GQ406247;2009;VNM;cattle;;A/VN/09/2009;A;ASIA;Sea-97;
GU931682;2005;CHN;cow;Asia1/YS/CHA/05;;Asia1;ASIA;;
HQ113233;2009;AFG;cow;Asia1/BAM/AFG/L-590/2009;;Asia1;ASIA;;
HQ113232;2009;PAK;cow;O/ISL/PAK/L1573/2009;Panasia III;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia-2;
HM067706;2007;UGA;african-buffalo;Buffalo 17 QE;SAT 1 Uga 1/07;SAT1;IV-EAST-AFRICA1-EA-1;;
HM067705;2007;UGA;african-buffalo;Buffalo 10 QE;SAT 2 Uga 1/07;SAT2;X;;
HM067704;2007;UGA;african-buffalo;Buffalo 6 QE;SAT 2 Uga 2/07;SAT2;X;;
GQ452295;2007;VNM;cattle;Asia1/Vietnam/QuangTri/2007;;Asia1;ASIA;;
HM008917;2005;CHN;pig;;O/YS/CHA/05;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
HQ009509;1999;CHN;pig;;China/5/99(Fujian);O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
HM191257;2006;UGA;cow;O/U/312/2006;;O;EAST-AFRICA-2-EA-2;;
GU125650;2006;VNM;cattle;O/VN/GL13/2006;;O;SOUTHEAST-ASIA-SEA;Mya-98;
GU125649;2006;VNM;cattle;O/VN/SL21/2006;;O;SOUTHEAST-ASIA-SEA;Mya-98;
GU125648;2006;VNM;buffalo;O/VN/SL01/2006;;O;SOUTHEAST-ASIA-SEA;Mya-98;
GU125647;2006;VNM;cattle;O/VN/SL22/2006;;O;SOUTHEAST-ASIA-SEA;Mya-98;
GU125646;2005;VNM;buffalo;Asia1/VN/LC04/2005;;Asia1;ASIA;;
GU125645;2007;VNM;cattle;Asia1/VN/QT03/2007;;Asia1;ASIA;;
HM055510;2009;VNM;;O/VN/LC169/2009;;O;SOUTHEAST-ASIA-SEA;;
FJ542372;2001;GBR;cattle;UKG/2640/2001;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
FJ542371;2001;GBR;cattle;UKG/2526/2001;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
FJ542370;2001;GBR;cattle;UKG/2085/2001;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
FJ542369;2001;GBR;sheep;UKG/2000/2001;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
FJ542368;2001;GBR;cattle;UKG/1734/2001;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
FJ542367;2001;GBR;cattle;UKG/1558/2001;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
FJ542366;2001;GBR;sheep;UKG/1450/2001;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
FJ542365;2001;GBR;cattle;UKG/417/2001;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
EU214601;2001;GBR;sheep;;UKG/8098/2001;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
EF614457;2002;KOR;cattle;;O/SKR/14/02;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
EF494488;2006;PAK;cattle;PAK5/2006;;A;ASIA;Iran-05;
EF494487;2006;PAK;cattle;PAK1;;A;ASIA;Iran-05;
DQ989323;2002;IND;cattle;IND 97-03;;Asia1;ASIA;;
DQ989322;2002;IND;cattle;IND 139-02;;Asia1;ASIA;;
DQ989321;2001;IND;cattle;IND 438-01;;Asia1;ASIA;;
DQ989320;2002;IND;cattle;IND 182-02;;Asia1;ASIA;;
DQ989319;2001;IND;cattle;IND 423-01;;Asia1;ASIA;;
DQ989318;2002;IND;cattle;IND 61-02;;Asia1;ASIA;;
DQ989317;2000;IND;buffalo;IND 148-01;;Asia1;ASIA;;
DQ989315;1993;IND;cattle;IND 47-93;;Asia1;ASIA;;
DQ989314;2001;IND;cattle;IND 354-01;;Asia1;ASIA;;
DQ989313;1986;IND;buffalo;IND 52-87;;Asia1;ASIA;;
DQ989312;1990;IND;sheep;IND 13-91;;Asia1;ASIA;;
DQ989311;2002;IND;buffalo;IND 37-02;;Asia1;ASIA;;
DQ989310;1999;IND;cattle;IND 101-99;;Asia1;ASIA;;
DQ989309;1996;IND;cattle;IND 82-96;;Asia1;ASIA;;
DQ989308;1994;IND;cattle;IND 397-97;;Asia1;ASIA;;
DQ989307;1992;IND;cattle;IND 247-92;;Asia1;ASIA;;
DQ989306;1986;IND;cattle;IND 81-86;;Asia1;ASIA;;
DQ989305;1990;IND;cattle;IND 116-90;;Asia1;ASIA;;
DQ989304;2000;IND;cattle;IND 334-00;;Asia1;ASIA;;
DQ989303;1993;IND;cattle;IND 151-94;;Asia1;ASIA;;
AY593853;1965;BWA;;sat3-4bech iso23;SAT3-4bech 1/65;SAT3;II-WESTERN-ZIMBABWE-WZ;;
AY593852;1960;KEN;;sat3-3kenya iso22;SAT3-3kenya 11/60;SAT3;II-WESTERN-ZIMBABWE-WZ;;
AY593851;1961;BWA;;sat3-3bech iso29;SAT3-3bech 20/61;SAT3;II-WESTERN-ZIMBABWE-WZ;;
AY593850;1959;ZAF;;sat3-2sa iso27;SAT3-2sa57/59;SAT3;I-SOUTHEAST-ZIMBABWE-SEZ;;
AY593849;1960;KEN;;sat2-3kenya-21;SAT2-3kenya 11/60;SAT2;IX;;
AY593848;1967;;;sat2-2 iso25;SAT2-2 106/67;SAT2;I;;
AY593847;1948;ZWE;;sat2-1rhod iso26;SAT2-1rhod/48;SAT2;III;;
AY593846;1966;ZWE;;sat1rhod iso33;SAT1rhod5/66;SAT1;ASIA;;
AY593845;1968;BWA;;sat1bot iso47;SAT1bot1/68;SAT1;III-WESTERN-ZIMBABWE-WZ;;
AY593844;1962;ISR;;sat1-7isrl iso12;SAT1-7isrl4/62;SAT1;VI;;
AY593843;1940;NAM;;sat1-6swa iso16;SAT1-6swa40/61;SAT1;III-WESTERN-ZIMBABWE-WZ;;
AY593842;1961;ZAF;;sat1-5sa iso13;SAT1/5sa/61;SAT1;III-WESTERN-ZIMBABWE-WZ;;
AY593841;1958;ZWE;;sat1-4srhod iso24;SAT1-4sr2/58;SAT1;III-WESTERN-ZIMBABWE-WZ;;
AY593840;1949;NAM;;sat1-3swa iso14;SAT1-3swa1/49;SAT1;III-WESTERN-ZIMBABWE-WZ;;
AY593838;1970;BWA;;sat1-1bech iso30;SAT1-1bech;SAT1;III-WESTERN-ZIMBABWE-WZ;;
AY593837;1963;URY;;ouruguay-51 iso51;O Uruguay;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
AY593836;2001;GBR;;ouk2001x iso84;O PanAsia uk2001;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
AY593835;1997;TWN;;otaiwan97 iso106/112;O PanAsia;O;CATHAY;;
AY593834;1966;IRN;;orey-iran iso53;O Rey Iran;O;SOUTHEAST-ASIA-SEA;;
AY593833;1999;TWN;;openghu iso108;O PanAsia;O;CATHAY;;
AY593832;2002;GBR;;O UK2001-FB;O UK2001;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
AY593831;2002;GBR;;O UK2001-ED;O UK2001;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
AY593830;1959;POL;;o7poland iso49;O7 Poland;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
AY593829;1965;GBR;;o6pirbright iso58;O6;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
AY593828;1962;IND;;o5india iso34;O5 India;O;SOUTHEAST-ASIA-SEA;;
AY593827;1971;VEN;;o3venezuela iso15;O3 Venezuela;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
AY593826;1947;ITA;;o2brescia iso17;O2 Brescia;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
AY593825;1939;ARG;;o1valle iso64;O1 Valle;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
AY593824;2000;KOR;;o1skr iso85;O1SKR;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
AY593823;1969;TUR;;o1manisa iso87;O1 Manisa;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;;
AY593821;1967;ARG;;o1caseros iso35;O1 Caseros;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
AY593820;1964;ARG;;o1canefa iso59;O1 Canefa;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
AY593818;1958;ARG;;o1campos iso96;O1 Campos;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
AY593817;1973;BEL;;o1brugge iso79;O1 Brugge;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
AY593814;1965;ARG;;o1argentina iso5;O1 Argentina;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
AY593813;1962;IDN;;o11indonesia iso52;O11 Indonesia;O;INDONESIA-1-ISA-1-1;;
AY593812;1958;PHL;;o10phil76 iso76;O10 Philippines;O;SOUTHEAST-ASIA-SEA;;
AY593811;1958;PHL;;o10phil54 iso54;O10 Philippines;O;SOUTHEAST-ASIA-SEA;;
AY593810;1970;GBR;;cwald iso32;C Waldman str.149;C;V-East-Africa-EA;;
AY593803;1979;BRA;;avenceslau iso70;A Venceslau;A;EUROPE-SOUTH-AMERICA-EURO-SA;;
AY593802;2001;URY;;A uruguay 2001 iso98;A Uruguay 2001;A;EUROPE-SOUTH-AMERICA-EURO-SA;;
AY593801;1968;URY;;A30 Uruguay/68 iso90;A30 Uruguay;A;EUROPE-SOUTH-AMERICA-EURO-SA;;
AY593800;1983;LBN;;asia1leb83 iso28;Asia1Leb83;Asia1;ASIA;;
AY593799;1983;LBN;;asia1leb4 iso4;Asia1Leb83;Asia1;ASIA;;
AY593798;1983;LBN;;asia1leb-89 iso89;Asia1Leb83;Asia1;ASIA;;
AY593796;1963;ISR;;asia1-2isrl3-63 iso6;Asia1-2;Asia1;ASIA;;
AY593795;1954;PAK;;asia1-1pak iso3;Asia1-1;Asia1;ASIA;;
AY593794;1985;COL;;asabana iso68;A Sabana;A;EUROPE-SOUTH-AMERICA-EURO-SA;;
AY593793;1975;PHL;;aphilippines iso50;A Philippines;A;EUROPE-SOUTH-AMERICA-EURO-SA;;
AY593792;1962;ITA;;aparma iso55;A8 Parma;A;EUROPE-SOUTH-AMERICA-EURO-SA;;
AY593791;1998;IRN;;airan iso105;A Iran;A;ASIA;Iran-96;
AY593790;2001;ARG;;a general lopez iso102;Aarg2001;A;EUROPE-SOUTH-AMERICA-EURO-SA;;
AY593789;1961;ARG;;acanefa iso48;A Canefa;A;EUROPE-SOUTH-AMERICA-EURO-SA;;
AY593788;1958;BRA;;abrazil iso67;A Brazil;A;EUROPE-SOUTH-AMERICA-EURO-SA;;
AY593786;2001;ARG;;aarg Trenquelauquen iso103;Aarg2001;A;EUROPE-SOUTH-AMERICA-EURO-SA;;
AY593785;2001;ARG;;aargp64 iso100;Aarg2001;A;EUROPE-SOUTH-AMERICA-EURO-SA;;
AY593784;2001;ARG;;aargp55 iso99;Aarg2001;A;EUROPE-SOUTH-AMERICA-EURO-SA;;
AY593783;2001;ARG;;aarg2001 iso93;Aarg2001;A;EUROPE-SOUTH-AMERICA-EURO-SA;;
AY593782;2000;ARG;;a argentina 2000 iso104;Aarg2000;A;EUROPE-SOUTH-AMERICA-EURO-SA;;
AY593781;1951;DEU;;a5westerwald iso73;A5 Westerwald;A;EUROPE-SOUTH-AMERICA-EURO-SA;;
AY593780;1960;FRA;;a5allier iso45;A5 Allier;A;EUROPE-SOUTH-AMERICA-EURO-SA;;
AY593779;1972;DEU;;a4wg iso72;A4 West Germany/72;A;EUROPE-SOUTH-AMERICA-EURO-SA;;
AY593776;1968;DEU;;a3mecklenburg iso81;A3 Mecklenburg;A;EUROPE-SOUTH-AMERICA-EURO-SA;;
AY593775;1970;VEN;;a32ven iso36;A32 Venezuela;A;EUROPE-SOUTH-AMERICA-EURO-SA;;
AY593774;1969;ESP;;a2spain iso7;A2 Spain;A;EUROPE-SOUTH-AMERICA-EURO-SA;;
AY593773;1969;PER;;a29peru iso37;A29 Peru;A;EUROPE-SOUTH-AMERICA-EURO-SA;;
AY593772;1972;TUR;;a28 Turkey iso44;A28 Turkey;A;ASIA;A22;
AY593771;1967;COL;;a27columbia iso78;A27 Colombia;A;EUROPE-SOUTH-AMERICA-EURO-SA;;
AY593770;1966;ARG;;a26arg iso74;A26 Argentina;A;EUROPE-SOUTH-AMERICA-EURO-SA;;
AY593769;1959;ARG;;a25 argentina iso38;A25 Argentina;A;EUROPE-SOUTH-AMERICA-EURO-SA;;
AY593768;1955;BRA;;a24cruzeiro iso71;A24 Cruzeiro;A;EUROPE-SOUTH-AMERICA-EURO-SA;;
AY593767;1965;ARG;;a24 argentina iso9;A24 Argentina;A;EUROPE-SOUTH-AMERICA-EURO-SA;;
AY593766;1965;KEN;;a23kenya iso8;A23 Kenya;A;?';;
AY593765;1965;TUR;;a22turkey iso66;A22 Turkey;A;ASIA;A22;
AY593764;1970;IRQ;;a22iraq70 iso92;A22 Iraq;A;ASIA;A22;
AY593763;1964;IRQ;;a22iraq64 iso86;A22 Iraq;A;ASIA;A22;
AY593762;1964;IRQ;;a22iraq-95 iso95;A22 Iraq;A;ASIA;A22;
AY593761;1964;KEN;;a21kenya iso77;A21 Kenya;A;AFRICA;;
AY593760;1964;RUS;;a20ussr iso10;A20 USSR;A;EUROPE-SOUTH-AMERICA-EURO-SA;;
AY593759;1971;DEU;;a1bayern iso41;A1 Bayern;A;EUROPE-SOUTH-AMERICA-EURO-SA;;
AY593758;1967;VEN;;a18zulia iso40;A18 Zulia;A;EUROPE-SOUTH-AMERICA-EURO-SA;;
AY593757;1967;BRA;;a17 Aguarulbos iso83;A17 Aguarulbos;A;EUROPE-SOUTH-AMERICA-EURO-SA;;
AY593756;1959;BRA;;a16belem iso80;A16 Belem;A;EUROPE-SOUTH-AMERICA-EURO-SA;;
AY593755;1960;THA;;a15thailand iso43;A15 Thailand;A;ASIA;;
AY593754;1959;ESP;;a14 spain iso39;A14 Spain;A;EUROPE-SOUTH-AMERICA-EURO-SA;;
AY593753;1958;BRA;;a13brazil iso75;A13 Brazil;A;EUROPE-SOUTH-AMERICA-EURO-SA;;
AY593751;1942;NLD;;a10holland iso82;A10 Holland;A;EUROPE-SOUTH-AMERICA-EURO-SA;;
AF511039;1958;;;;Akesu/58;O;CATHAY;;
EF175732;1999;CHN;;WFL;;O;CATHAY;;
DQ404180;2001;GBR;pig;;UKG/11/2001;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
DQ404179;2001;GBR;pig;;UKG/126/2001;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
DQ404178;2001;GBR;pig;;UKG/127/2001;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
DQ404177;2001;GBR;pig;;UKG/128/2001;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
DQ404176;2001;GBR;cow;;UKG/150/2001;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
DQ404175;2001;GBR;cow;;UKG/173/2001;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
DQ404174;2001;IRL;sheep;;UKG/438/2001;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
DQ404173;2001;GBR;cow;;UKG/220/2001;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
DQ404172;2001;GBR;cow;;UKG/621/2001;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
DQ404171;2001;GBR;sheep;;UKG/4569/2001;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
DQ404169;2001;GBR;sheep;;UKG/7038/2001;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
DQ404170;2001;GBR;sheep;;UKG/7675/2001;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
DQ404168;2001;GBR;cow;;UKG/9011/2001;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
DQ404167;2001;GBR;sheep;;UKG/9327/2001;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
DQ404166;2001;GBR;cow;;UKG/9788/2001;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
DQ404165;2001;GBR;cow;;UKG/9964/2001;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
DQ404164;2001;GBR;cow;;UKG/11676/2001;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
DQ404163;2001;GBR;cow;;UKG/14339/2001;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
DQ404162;2001;GBR;sheep;;UKG/14476/2001;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
DQ404161;2001;GBR;cow;;UKG/14391/2001;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
DQ404160;2001;GBR;cow;;UKG/14524/2001;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
DQ404159;2001;GBR;cow;;UKG/14603/2001;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
DQ404158;2001;GBR;sheep;;UKG/15101/2001;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
AY390432;2005;;;;YNBS/58;Asia1;ASIA;;
AF026168;1997;TWN;;;Chu-Pei;O;CATHAY;;
FJ623456;1999;KAZ;;;Talasskiy;A;ASIA;A22;
AB079061;2000;JPN;;;O/JPN/2000;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
EF614458;2005;MNG;cattle;;Asia1/MOG/05;Asia1;ASIA;;
EU448381;2007;GBR;cow;UKG/2366/2007 (IP8);;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
EU448380;2007;GBR;cow;UKG/1679/2007 (IP7);;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
EU448379;2007;GBR;cow;UKG/1484/2007 (IP6b);;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
EU448378;2007;GBR;sheep;UKG/1421/2007 (IP5);;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
EU448377;2007;GBR;cow;UKG/800/2007 (IP4b);;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
EU448376;2007;GBR;cow;UKG/1153/2007 (IP3c);;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
EU448375;2007;GBR;cow;UKG/643/2007 (IP3b);;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
